iso3,year,what,group,share
PYF,2024,wealth,p90p100,0.6163000000000001
PYF,2024,wealth,p99.9p100,0.1201
PYF,2024,wealth,p99p100,0.2722
QAT,2010,income,p0p50,0.0962
QAT,2010,income,p50p90,0.34
QAT,2010,income,p90p100,0.5638000000000001
QAT,2010,income,p99.9p100,0.0857
QAT,2010,income,p99p100,0.2387
QAT,2010,wealth,p0p50,0.0242
QAT,2010,wealth,p50p90,0.2741
QAT,2010,wealth,p90p100,0.7017
QAT,2010,wealth,p99.9p100,0.1948
QAT,2010,wealth,p99p100,0.3717
QAT,2011,income,p0p50,0.0966
QAT,2011,income,p50p90,0.3368
QAT,2011,income,p90p100,0.5666
QAT,2011,income,p99.9p100,0.0866
QAT,2011,income,p99p100,0.2416
QAT,2011,wealth,p0p50,0.0237
QAT,2011,wealth,p50p90,0.2725
QAT,2011,wealth,p90p100,0.7039000000000001
QAT,2011,wealth,p99.9p100,0.1967
QAT,2011,wealth,p99p100,0.3743
QAT,2012,income,p0p50,0.097
QAT,2012,income,p50p90,0.3336
QAT,2012,income,p90p100,0.5694
QAT,2012,income,p99.9p100,0.0875
QAT,2012,income,p99p100,0.2444
QAT,2012,wealth,p0p50,0.0231
QAT,2012,wealth,p50p90,0.2707
QAT,2012,wealth,p90p100,0.7062
QAT,2012,wealth,p99.9p100,0.1988
QAT,2012,wealth,p99p100,0.3771
QAT,2013,income,p0p50,0.097
QAT,2013,income,p50p90,0.3336
QAT,2013,income,p90p100,0.5694
QAT,2013,income,p99.9p100,0.0875
QAT,2013,income,p99p100,0.2444
QAT,2013,wealth,p0p50,0.0231
QAT,2013,wealth,p50p90,0.2706
QAT,2013,wealth,p90p100,0.7063
QAT,2013,wealth,p99.9p100,0.1989
QAT,2013,wealth,p99p100,0.3772
QAT,2014,income,p0p50,0.097
QAT,2014,income,p50p90,0.3336
QAT,2014,income,p90p100,0.5694
QAT,2014,income,p99.9p100,0.0875
QAT,2014,income,p99p100,0.2444
QAT,2014,wealth,p0p50,0.023
QAT,2014,wealth,p50p90,0.2705
QAT,2014,wealth,p90p100,0.7064
QAT,2014,wealth,p99.9p100,0.199
QAT,2014,wealth,p99p100,0.3773
QAT,2015,income,p0p50,0.097
QAT,2015,income,p50p90,0.3336
QAT,2015,income,p90p100,0.5694
QAT,2015,income,p99.9p100,0.0875
QAT,2015,income,p99p100,0.2444
QAT,2015,wealth,p0p50,0.0231
QAT,2015,wealth,p50p90,0.2707
QAT,2015,wealth,p90p100,0.7062
QAT,2015,wealth,p99.9p100,0.1988
QAT,2015,wealth,p99p100,0.3771
QAT,2016,income,p0p50,0.097
QAT,2016,income,p50p90,0.3336
QAT,2016,income,p90p100,0.5694
QAT,2016,income,p99.9p100,0.0875
QAT,2016,income,p99p100,0.2444
QAT,2016,wealth,p0p50,0.0231
QAT,2016,wealth,p50p90,0.2706
QAT,2016,wealth,p90p100,0.7064
QAT,2016,wealth,p99.9p100,0.1989
QAT,2016,wealth,p99p100,0.3773
QAT,2017,income,p0p50,0.097
QAT,2017,income,p50p90,0.3336
QAT,2017,income,p90p100,0.5694
QAT,2017,income,p99.9p100,0.0875
QAT,2017,income,p99p100,0.2444
QAT,2017,wealth,p0p50,0.0231
QAT,2017,wealth,p50p90,0.2706
QAT,2017,wealth,p90p100,0.7063
QAT,2017,wealth,p99.9p100,0.1989
QAT,2017,wealth,p99p100,0.3772
QAT,2018,income,p0p50,0.097
QAT,2018,income,p50p90,0.3336
QAT,2018,income,p90p100,0.5694
QAT,2018,income,p99.9p100,0.0875
QAT,2018,income,p99p100,0.2444
QAT,2018,wealth,p0p50,0.0231
QAT,2018,wealth,p50p90,0.2706
QAT,2018,wealth,p90p100,0.7064
QAT,2018,wealth,p99.9p100,0.199
QAT,2018,wealth,p99p100,0.3773
QAT,2019,income,p0p50,0.097
QAT,2019,income,p50p90,0.3336
QAT,2019,income,p90p100,0.5694
QAT,2019,income,p99.9p100,0.0875
QAT,2019,income,p99p100,0.2444
QAT,2019,wealth,p0p50,0.0231
QAT,2019,wealth,p50p90,0.2707
QAT,2019,wealth,p90p100,0.7062
QAT,2019,wealth,p99.9p100,0.1988
QAT,2019,wealth,p99p100,0.3771
QAT,2020,income,p0p50,0.097
QAT,2020,income,p50p90,0.3336
QAT,2020,income,p90p100,0.5694
QAT,2020,income,p99.9p100,0.0875
QAT,2020,income,p99p100,0.2444
QAT,2020,wealth,p0p50,0.023
QAT,2020,wealth,p50p90,0.2705
QAT,2020,wealth,p90p100,0.7065
QAT,2020,wealth,p99.9p100,0.199
QAT,2020,wealth,p99p100,0.3774
QAT,2021,income,p0p50,0.097
QAT,2021,income,p50p90,0.3336
QAT,2021,income,p90p100,0.5694
QAT,2021,income,p99.9p100,0.0875
QAT,2021,income,p99p100,0.2444
QAT,2021,wealth,p0p50,0.0231
QAT,2021,wealth,p50p90,0.2708
QAT,2021,wealth,p90p100,0.7061000000000001
QAT,2021,wealth,p99.9p100,0.1987
QAT,2021,wealth,p99p100,0.377
QAT,2022,income,p0p50,0.097
QAT,2022,income,p50p90,0.3336
QAT,2022,income,p90p100,0.5694
QAT,2022,income,p99.9p100,0.0875
QAT,2022,income,p99p100,0.2444
QAT,2022,wealth,p0p50,0.0231
QAT,2022,wealth,p50p90,0.2707
QAT,2022,wealth,p90p100,0.7062
QAT,2022,wealth,p99.9p100,0.1988
QAT,2022,wealth,p99p100,0.377
QAT,2023,income,p0p50,0.097
QAT,2023,income,p50p90,0.3336
QAT,2023,income,p90p100,0.5694
QAT,2023,income,p99.9p100,0.0875
QAT,2023,income,p99p100,0.2444
QAT,2023,wealth,p0p50,0.0231
QAT,2023,wealth,p50p90,0.2708
QAT,2023,wealth,p90p100,0.7061000000000001
QAT,2023,wealth,p99.9p100,0.1987
QAT,2023,wealth,p99p100,0.377
QAT,2024,income,p0p50,0.097
QAT,2024,income,p50p90,0.3336
QAT,2024,income,p90p100,0.5694
QAT,2024,income,p99.9p100,0.0875
QAT,2024,income,p99p100,0.2444
QAT,2024,wealth,p0p50,0.0231
QAT,2024,wealth,p50p90,0.2706
QAT,2024,wealth,p90p100,0.7063
QAT,2024,wealth,p99.9p100,0.1989
QAT,2024,wealth,p99p100,0.3772
ROU,2010,income,p0p50,0.1708
ROU,2010,income,p50p90,0.4275
ROU,2010,income,p90p100,0.4017
ROU,2010,income,p99.9p100,0.053
ROU,2010,income,p99p100,0.1459
ROU,2010,wealth,p0p50,0.0475
ROU,2010,wealth,p50p90,0.3684
ROU,2010,wealth,p90p100,0.5842
ROU,2010,wealth,p99.9p100,0.0994
ROU,2010,wealth,p99p100,0.2405
ROU,2011,income,p0p50,0.1636
ROU,2011,income,p50p90,0.434
ROU,2011,income,p90p100,0.4025
ROU,2011,income,p99.9p100,0.0512
ROU,2011,income,p99p100,0.1435
ROU,2011,wealth,p0p50,0.0476
ROU,2011,wealth,p50p90,0.3694
ROU,2011,wealth,p90p100,0.5831000000000001
ROU,2011,wealth,p99.9p100,0.0967
ROU,2011,wealth,p99p100,0.2383
ROU,2012,income,p0p50,0.16
ROU,2012,income,p50p90,0.4186
ROU,2012,income,p90p100,0.4214
ROU,2012,income,p99.9p100,0.062
ROU,2012,income,p99p100,0.1616
ROU,2012,wealth,p0p50,0.0469
ROU,2012,wealth,p50p90,0.3661
ROU,2012,wealth,p90p100,0.5870000000000001
ROU,2012,wealth,p99.9p100,0.098
ROU,2012,wealth,p99p100,0.2414
ROU,2013,income,p0p50,0.1617
ROU,2013,income,p50p90,0.429
ROU,2013,income,p90p100,0.4093
ROU,2013,income,p99.9p100,0.0541
ROU,2013,income,p99p100,0.1488
ROU,2013,wealth,p0p50,0.0475
ROU,2013,wealth,p50p90,0.3691
ROU,2013,wealth,p90p100,0.5835
ROU,2013,wealth,p99.9p100,0.0957
ROU,2013,wealth,p99p100,0.2379
ROU,2014,income,p0p50,0.1558
ROU,2014,income,p50p90,0.4173
ROU,2014,income,p90p100,0.4269
ROU,2014,income,p99.9p100,0.0655
ROU,2014,income,p99p100,0.1672
ROU,2014,wealth,p0p50,0.0466
ROU,2014,wealth,p50p90,0.3647
ROU,2014,wealth,p90p100,0.5886
ROU,2014,wealth,p99.9p100,0.0992
ROU,2014,wealth,p99p100,0.2431
ROU,2015,income,p0p50,0.1574
ROU,2015,income,p50p90,0.4184
ROU,2015,income,p90p100,0.4242
ROU,2015,income,p99.9p100,0.0656
ROU,2015,income,p99p100,0.1669
ROU,2015,wealth,p0p50,0.0468
ROU,2015,wealth,p50p90,0.3654
ROU,2015,wealth,p90p100,0.5878
ROU,2015,wealth,p99.9p100,0.0986
ROU,2015,wealth,p99p100,0.2422
ROU,2016,income,p0p50,0.1724
ROU,2016,income,p50p90,0.4409
ROU,2016,income,p90p100,0.3867
ROU,2016,income,p99.9p100,0.0472
ROU,2016,income,p99p100,0.135
ROU,2016,wealth,p0p50,0.048
ROU,2016,wealth,p50p90,0.372
ROU,2016,wealth,p90p100,0.5800000000000001
ROU,2016,wealth,p99.9p100,0.0934
ROU,2016,wealth,p99p100,0.2345
ROU,2017,income,p0p50,0.1663
ROU,2017,income,p50p90,0.4402
ROU,2017,income,p90p100,0.3936
ROU,2017,income,p99.9p100,0.0472
ROU,2017,income,p99p100,0.1363
ROU,2017,wealth,p0p50,0.0479
ROU,2017,wealth,p50p90,0.3712
ROU,2017,wealth,p90p100,0.5809000000000001
ROU,2017,wealth,p99.9p100,0.0941
ROU,2017,wealth,p99p100,0.2355
ROU,2018,income,p0p50,0.152
ROU,2018,income,p50p90,0.4387
ROU,2018,income,p90p100,0.4093
ROU,2018,income,p99.9p100,0.0474
ROU,2018,income,p99p100,0.1393
ROU,2018,wealth,p0p50,0.0475
ROU,2018,wealth,p50p90,0.3691
ROU,2018,wealth,p90p100,0.5834
ROU,2018,wealth,p99.9p100,0.0957
ROU,2018,wealth,p99p100,0.2379
ROU,2019,income,p0p50,0.1544
ROU,2019,income,p50p90,0.4342
ROU,2019,income,p90p100,0.4114
ROU,2019,income,p99.9p100,0.0508
ROU,2019,income,p99p100,0.1446
ROU,2019,wealth,p0p50,0.0475
ROU,2019,wealth,p50p90,0.369
ROU,2019,wealth,p90p100,0.5836
ROU,2019,wealth,p99.9p100,0.0957
ROU,2019,wealth,p99p100,0.238
ROU,2020,income,p0p50,0.1544
ROU,2020,income,p50p90,0.4342
ROU,2020,income,p90p100,0.4114
ROU,2020,income,p99.9p100,0.0508
ROU,2020,income,p99p100,0.1446
ROU,2020,wealth,p0p50,0.0475
ROU,2020,wealth,p50p90,0.369
ROU,2020,wealth,p90p100,0.5836
ROU,2020,wealth,p99.9p100,0.0958
ROU,2020,wealth,p99p100,0.238
ROU,2021,income,p0p50,0.1542
ROU,2021,income,p50p90,0.4342
ROU,2021,income,p90p100,0.4116
ROU,2021,income,p99.9p100,0.0509
ROU,2021,income,p99p100,0.1447
ROU,2021,wealth,p0p50,0.0473
ROU,2021,wealth,p50p90,0.3674
ROU,2021,wealth,p90p100,0.5853
ROU,2021,wealth,p99.9p100,0.0994
ROU,2021,wealth,p99p100,0.2412
ROU,2022,income,p0p50,0.1534
ROU,2022,income,p50p90,0.4355
ROU,2022,income,p90p100,0.411
ROU,2022,income,p99.9p100,0.0508
ROU,2022,income,p99p100,0.1446
ROU,2022,wealth,p0p50,0.0472
ROU,2022,wealth,p50p90,0.3669
ROU,2022,wealth,p90p100,0.5859
ROU,2022,wealth,p99.9p100,0.1008
ROU,2022,wealth,p99p100,0.2423
ROU,2023,income,p0p50,0.1535
ROU,2023,income,p50p90,0.4351
ROU,2023,income,p90p100,0.4114
ROU,2023,income,p99.9p100,0.0508
ROU,2023,income,p99p100,0.1448
ROU,2023,wealth,p0p50,0.0473
ROU,2023,wealth,p50p90,0.3675
ROU,2023,wealth,p90p100,0.5852
ROU,2023,wealth,p99.9p100,0.0993
ROU,2023,wealth,p99p100,0.241
ROU,2024,income,p0p50,0.1535
ROU,2024,income,p50p90,0.4351
ROU,2024,income,p90p100,0.4114
ROU,2024,income,p99.9p100,0.0508
ROU,2024,income,p99p100,0.1448
ROU,2024,wealth,p0p50,0.0472
ROU,2024,wealth,p50p90,0.3669
ROU,2024,wealth,p90p100,0.5859
ROU,2024,wealth,p99.9p100,0.1007
ROU,2024,wealth,p99p100,0.2423
RUS,2010,income,p0p50,0.1646
RUS,2010,income,p50p90,0.3833
RUS,2010,income,p90p100,0.4521
RUS,2010,income,p99.9p100,0.0937
RUS,2010,income,p99p100,0.1903
RUS,2010,wealth,p0p50,0.0344
RUS,2010,wealth,p50p90,0.2981
RUS,2010,wealth,p90p100,0.6675
RUS,2010,wealth,p99.9p100,0.2023
RUS,2010,wealth,p99p100,0.3585
RUS,2011,income,p0p50,0.1599
RUS,2011,income,p50p90,0.3627
RUS,2011,income,p90p100,0.4774
RUS,2011,income,p99.9p100,0.1011
RUS,2011,income,p99p100,0.203
RUS,2011,wealth,p0p50,0.0338
RUS,2011,wealth,p50p90,0.2768
RUS,2011,wealth,p90p100,0.6894
RUS,2011,wealth,p99.9p100,0.2237
RUS,2011,wealth,p99p100,0.3741
RUS,2012,income,p0p50,0.1663
RUS,2012,income,p50p90,0.3819
RUS,2012,income,p90p100,0.4518
RUS,2012,income,p99.9p100,0.0935
RUS,2012,income,p99p100,0.1881
RUS,2012,wealth,p0p50,0.0358
RUS,2012,wealth,p50p90,0.2745
RUS,2012,wealth,p90p100,0.6898000000000001
RUS,2012,wealth,p99.9p100,0.2249
RUS,2012,wealth,p99p100,0.3772
RUS,2013,income,p0p50,0.16
RUS,2013,income,p50p90,0.37
RUS,2013,income,p90p100,0.47
RUS,2013,income,p99.9p100,0.098
RUS,2013,income,p99p100,0.1991
RUS,2013,wealth,p0p50,0.0373
RUS,2013,wealth,p50p90,0.2739
RUS,2013,wealth,p90p100,0.6888000000000001
RUS,2013,wealth,p99.9p100,0.2239
RUS,2013,wealth,p99p100,0.3767
RUS,2014,income,p0p50,0.1685
RUS,2014,income,p50p90,0.3814
RUS,2014,income,p90p100,0.4502
RUS,2014,income,p99.9p100,0.0937
RUS,2014,income,p99p100,0.191
RUS,2014,wealth,p0p50,0.037
RUS,2014,wealth,p50p90,0.2649
RUS,2014,wealth,p90p100,0.6980000000000001
RUS,2014,wealth,p99.9p100,0.2453
RUS,2014,wealth,p99p100,0.3971
RUS,2015,income,p0p50,0.1708
RUS,2015,income,p50p90,0.3806
RUS,2015,income,p90p100,0.4486
RUS,2015,income,p99.9p100,0.0929
RUS,2015,income,p99p100,0.186
RUS,2015,wealth,p0p50,0.034
RUS,2015,wealth,p50p90,0.2428
RUS,2015,wealth,p90p100,0.7232000000000001
RUS,2015,wealth,p99.9p100,0.2928
RUS,2015,wealth,p99p100,0.4482
RUS,2016,income,p0p50,0.1702
RUS,2016,income,p50p90,0.3767
RUS,2016,income,p90p100,0.453
RUS,2016,income,p99.9p100,0.0938
RUS,2016,income,p99p100,0.1944
RUS,2016,wealth,p0p50,0.0353
RUS,2016,wealth,p50p90,0.2531
RUS,2016,wealth,p90p100,0.7116
RUS,2016,wealth,p99.9p100,0.2583
RUS,2016,wealth,p99p100,0.4225
RUS,2017,income,p0p50,0.1734
RUS,2017,income,p50p90,0.3758
RUS,2017,income,p90p100,0.4509
RUS,2017,income,p99.9p100,0.1004
RUS,2017,income,p99p100,0.2
RUS,2017,wealth,p0p50,0.0353
RUS,2017,wealth,p50p90,0.2529
RUS,2017,wealth,p90p100,0.7117
RUS,2017,wealth,p99.9p100,0.2609
RUS,2017,wealth,p99p100,0.4239
RUS,2018,income,p0p50,0.1703
RUS,2018,income,p50p90,0.3699
RUS,2018,income,p90p100,0.4598
RUS,2018,income,p99.9p100,0.0923
RUS,2018,income,p99p100,0.205
RUS,2018,wealth,p0p50,0.0341
RUS,2018,wealth,p50p90,0.2464
RUS,2018,wealth,p90p100,0.7196
RUS,2018,wealth,p99.9p100,0.2726
RUS,2018,wealth,p99p100,0.4354
RUS,2019,income,p0p50,0.1699
RUS,2019,income,p50p90,0.3685
RUS,2019,income,p90p100,0.4616
RUS,2019,income,p99.9p100,0.092
RUS,2019,income,p99p100,0.2021
RUS,2019,wealth,p0p50,0.034
RUS,2019,wealth,p50p90,0.246
RUS,2019,wealth,p90p100,0.7200000000000001
RUS,2019,wealth,p99.9p100,0.2726
RUS,2019,wealth,p99p100,0.4357
RUS,2020,income,p0p50,0.1568
RUS,2020,income,p50p90,0.3355
RUS,2020,income,p90p100,0.5077
RUS,2020,income,p99.9p100,0.0983
RUS,2020,income,p99p100,0.2376
RUS,2020,wealth,p0p50,0.0268
RUS,2020,wealth,p50p90,0.2127
RUS,2020,wealth,p90p100,0.7605000000000001
RUS,2020,wealth,p99.9p100,0.3222
RUS,2020,wealth,p99p100,0.49
RUS,2021,income,p0p50,0.1568
RUS,2021,income,p50p90,0.3355
RUS,2021,income,p90p100,0.5077
RUS,2021,income,p99.9p100,0.0983
RUS,2021,income,p99p100,0.2376
RUS,2021,wealth,p0p50,0.0265
RUS,2021,wealth,p50p90,0.2102
RUS,2021,wealth,p90p100,0.7633000000000001
RUS,2021,wealth,p99.9p100,0.3302
RUS,2021,wealth,p99p100,0.496
RUS,2022,income,p0p50,0.1568
RUS,2022,income,p50p90,0.3355
RUS,2022,income,p90p100,0.5077
RUS,2022,income,p99.9p100,0.0983
RUS,2022,income,p99p100,0.2376
RUS,2022,wealth,p0p50,0.0268
RUS,2022,wealth,p50p90,0.2128
RUS,2022,wealth,p90p100,0.7604000000000001
RUS,2022,wealth,p99.9p100,0.3221
RUS,2022,wealth,p99p100,0.4899
RUS,2023,income,p0p50,0.1568
RUS,2023,income,p50p90,0.3355
RUS,2023,income,p90p100,0.5077
RUS,2023,income,p99.9p100,0.0983
RUS,2023,income,p99p100,0.2376
RUS,2023,wealth,p0p50,0.0268
RUS,2023,wealth,p50p90,0.2128
RUS,2023,wealth,p90p100,0.7604000000000001
RUS,2023,wealth,p99.9p100,0.3221
RUS,2023,wealth,p99p100,0.49
RUS,2024,income,p0p50,0.1568
RUS,2024,income,p50p90,0.3355
RUS,2024,income,p90p100,0.5077
RUS,2024,income,p99.9p100,0.0983
RUS,2024,income,p99p100,0.2376
RUS,2024,wealth,p0p50,0.0268
RUS,2024,wealth,p50p90,0.2128
RUS,2024,wealth,p90p100,0.7603000000000001
RUS,2024,wealth,p99.9p100,0.3221
RUS,2024,wealth,p99p100,0.4899
RWA,2010,income,p0p50,0.1051
RWA,2010,income,p50p90,0.3052
RWA,2010,income,p90p100,0.5898
RWA,2010,income,p99.9p100,0.0775
RWA,2010,income,p99p100,0.2369
RWA,2010,wealth,p0p50,0.0212
RWA,2010,wealth,p50p90,0.2648
RWA,2010,wealth,p90p100,0.7141000000000001
RWA,2010,wealth,p99.9p100,0.2057
RWA,2010,wealth,p99p100,0.3864
RWA,2011,income,p0p50,0.1078
RWA,2011,income,p50p90,0.3091
RWA,2011,income,p90p100,0.5831000000000001
RWA,2011,income,p99.9p100,0.0782
RWA,2011,income,p99p100,0.2337
RWA,2011,wealth,p0p50,0.0216
RWA,2011,wealth,p50p90,0.2662
RWA,2011,wealth,p90p100,0.7122
RWA,2011,wealth,p99.9p100,0.2041
RWA,2011,wealth,p99p100,0.3842
RWA,2012,income,p0p50,0.1105
RWA,2012,income,p50p90,0.3131
RWA,2012,income,p90p100,0.5764
RWA,2012,income,p99.9p100,0.0788
RWA,2012,income,p99p100,0.2305
RWA,2012,wealth,p0p50,0.0224
RWA,2012,wealth,p50p90,0.2686
RWA,2012,wealth,p90p100,0.7089000000000001
RWA,2012,wealth,p99.9p100,0.2012
RWA,2012,wealth,p99p100,0.3803
RWA,2013,income,p0p50,0.1133
RWA,2013,income,p50p90,0.3171
RWA,2013,income,p90p100,0.5697
RWA,2013,income,p99.9p100,0.0796
RWA,2013,income,p99p100,0.2273
RWA,2013,wealth,p0p50,0.023
RWA,2013,wealth,p50p90,0.2705
RWA,2013,wealth,p90p100,0.7065
RWA,2013,wealth,p99.9p100,0.1991
RWA,2013,wealth,p99p100,0.3774
RWA,2014,income,p0p50,0.115
RWA,2014,income,p50p90,0.3254
RWA,2014,income,p90p100,0.5596
RWA,2014,income,p99.9p100,0.075
RWA,2014,income,p99p100,0.2178
RWA,2014,wealth,p0p50,0.0292
RWA,2014,wealth,p50p90,0.2909
RWA,2014,wealth,p90p100,0.68
RWA,2014,wealth,p99.9p100,0.1755
RWA,2014,wealth,p99p100,0.346
RWA,2015,income,p0p50,0.1167
RWA,2015,income,p50p90,0.3338
RWA,2015,income,p90p100,0.5495
RWA,2015,income,p99.9p100,0.0705
RWA,2015,income,p99p100,0.2084
RWA,2015,wealth,p0p50,0.0323
RWA,2015,wealth,p50p90,0.3023
RWA,2015,wealth,p90p100,0.6654
RWA,2015,wealth,p99.9p100,0.1626
RWA,2015,wealth,p99p100,0.3288
RWA,2016,income,p0p50,0.1184
RWA,2016,income,p50p90,0.3422
RWA,2016,income,p90p100,0.5394
RWA,2016,income,p99.9p100,0.066
RWA,2016,income,p99p100,0.1989
RWA,2016,wealth,p0p50,0.0343
RWA,2016,wealth,p50p90,0.3098
RWA,2016,wealth,p90p100,0.6559
RWA,2016,wealth,p99.9p100,0.1541
RWA,2016,wealth,p99p100,0.3176
RWA,2017,income,p0p50,0.1207
RWA,2017,income,p50p90,0.3424
RWA,2017,income,p90p100,0.5369
RWA,2017,income,p99.9p100,0.0645
RWA,2017,income,p99p100,0.1975
RWA,2017,wealth,p0p50,0.0346
RWA,2017,wealth,p50p90,0.3112
RWA,2017,wealth,p90p100,0.6542
RWA,2017,wealth,p99.9p100,0.1526
RWA,2017,wealth,p99p100,0.3156
RWA,2018,income,p0p50,0.1229
RWA,2018,income,p50p90,0.3426
RWA,2018,income,p90p100,0.5345
RWA,2018,income,p99.9p100,0.0631
RWA,2018,income,p99p100,0.1962
RWA,2018,wealth,p0p50,0.0352
RWA,2018,wealth,p50p90,0.3136
RWA,2018,wealth,p90p100,0.6512
RWA,2018,wealth,p99.9p100,0.15
RWA,2018,wealth,p99p100,0.3121
RWA,2019,income,p0p50,0.1252
RWA,2019,income,p50p90,0.3428
RWA,2019,income,p90p100,0.532
RWA,2019,income,p99.9p100,0.0616
RWA,2019,income,p99p100,0.1948
RWA,2019,wealth,p0p50,0.0355
RWA,2019,wealth,p50p90,0.3149
RWA,2019,wealth,p90p100,0.6496000000000001
RWA,2019,wealth,p99.9p100,0.1486
RWA,2019,wealth,p99p100,0.3102
RWA,2020,income,p0p50,0.1274
RWA,2020,income,p50p90,0.3431
RWA,2020,income,p90p100,0.5295
RWA,2020,income,p99.9p100,0.0602
RWA,2020,income,p99p100,0.1935
RWA,2020,wealth,p0p50,0.0358
RWA,2020,wealth,p50p90,0.316
RWA,2020,wealth,p90p100,0.6482
RWA,2020,wealth,p99.9p100,0.1473
RWA,2020,wealth,p99p100,0.3085
RWA,2021,income,p0p50,0.1297
RWA,2021,income,p50p90,0.3433
RWA,2021,income,p90p100,0.527
RWA,2021,income,p99.9p100,0.0588
RWA,2021,income,p99p100,0.1921
RWA,2021,wealth,p0p50,0.0364
RWA,2021,wealth,p50p90,0.3184
RWA,2021,wealth,p90p100,0.6452
RWA,2021,wealth,p99.9p100,0.1447
RWA,2021,wealth,p99p100,0.3051
RWA,2022,income,p0p50,0.1319
RWA,2022,income,p50p90,0.3435
RWA,2022,income,p90p100,0.5246000000000001
RWA,2022,income,p99.9p100,0.0574
RWA,2022,income,p99p100,0.1908
RWA,2022,wealth,p0p50,0.0367
RWA,2022,wealth,p50p90,0.3195
RWA,2022,wealth,p90p100,0.6439
RWA,2022,wealth,p99.9p100,0.1435
RWA,2022,wealth,p99p100,0.3035
RWA,2023,income,p0p50,0.1342
RWA,2023,income,p50p90,0.3438
RWA,2023,income,p90p100,0.5221
RWA,2023,income,p99.9p100,0.0561
RWA,2023,income,p99p100,0.1894
RWA,2023,wealth,p0p50,0.0369
RWA,2023,wealth,p50p90,0.3205
RWA,2023,wealth,p90p100,0.6426000000000001
RWA,2023,wealth,p99.9p100,0.1424
RWA,2023,wealth,p99p100,0.302
RWA,2024,income,p0p50,0.1342
RWA,2024,income,p50p90,0.3438
RWA,2024,income,p90p100,0.5221
RWA,2024,income,p99.9p100,0.0561
RWA,2024,income,p99p100,0.1894
RWA,2024,wealth,p0p50,0.0369
RWA,2024,wealth,p50p90,0.3205
RWA,2024,wealth,p90p100,0.6425000000000001
RWA,2024,wealth,p99.9p100,0.1424
RWA,2024,wealth,p99p100,0.302
SAU,2010,income,p0p50,0.1065
SAU,2010,income,p50p90,0.373
SAU,2010,income,p90p100,0.5205000000000001
SAU,2010,income,p99.9p100,0.0878
SAU,2010,income,p99p100,0.2316
SAU,2010,wealth,p0p50,0.0364
SAU,2010,wealth,p50p90,0.3156
SAU,2010,wealth,p90p100,0.6481
SAU,2010,wealth,p99.9p100,0.1559
SAU,2010,wealth,p99p100,0.3129
SAU,2011,income,p0p50,0.1065
SAU,2011,income,p50p90,0.373
SAU,2011,income,p90p100,0.5205000000000001
SAU,2011,income,p99.9p100,0.0878
SAU,2011,income,p99p100,0.2316
SAU,2011,wealth,p0p50,0.0368
SAU,2011,wealth,p50p90,0.3186
SAU,2011,wealth,p90p100,0.6446000000000001
SAU,2011,wealth,p99.9p100,0.1487
SAU,2011,wealth,p99p100,0.3068
SAU,2012,income,p0p50,0.1065
SAU,2012,income,p50p90,0.373
SAU,2012,income,p90p100,0.5205000000000001
SAU,2012,income,p99.9p100,0.0878
SAU,2012,income,p99p100,0.2316
SAU,2012,wealth,p0p50,0.0369
SAU,2012,wealth,p50p90,0.3201
SAU,2012,wealth,p90p100,0.643
SAU,2012,wealth,p99.9p100,0.1444
SAU,2012,wealth,p99p100,0.3034
SAU,2013,income,p0p50,0.1065
SAU,2013,income,p50p90,0.373
SAU,2013,income,p90p100,0.5205000000000001
SAU,2013,income,p99.9p100,0.0878
SAU,2013,income,p99p100,0.2316
SAU,2013,wealth,p0p50,0.0369
SAU,2013,wealth,p50p90,0.3201
SAU,2013,wealth,p90p100,0.643
SAU,2013,wealth,p99.9p100,0.1441
SAU,2013,wealth,p99p100,0.3032
SAU,2014,income,p0p50,0.1065
SAU,2014,income,p50p90,0.373
SAU,2014,income,p90p100,0.5205000000000001
SAU,2014,income,p99.9p100,0.0878
SAU,2014,income,p99p100,0.2316
SAU,2014,wealth,p0p50,0.037
SAU,2014,wealth,p50p90,0.3208
SAU,2014,wealth,p90p100,0.6422
SAU,2014,wealth,p99.9p100,0.1421
SAU,2014,wealth,p99p100,0.3017
SAU,2015,income,p0p50,0.1065
SAU,2015,income,p50p90,0.373
SAU,2015,income,p90p100,0.5205000000000001
SAU,2015,income,p99.9p100,0.0878
SAU,2015,income,p99p100,0.2316
SAU,2015,wealth,p0p50,0.037
SAU,2015,wealth,p50p90,0.321
SAU,2015,wealth,p90p100,0.6419
SAU,2015,wealth,p99.9p100,0.1418
SAU,2015,wealth,p99p100,0.3013
SAU,2016,income,p0p50,0.1065
SAU,2016,income,p50p90,0.373
SAU,2016,income,p90p100,0.5205000000000001
SAU,2016,income,p99.9p100,0.0878
SAU,2016,income,p99p100,0.2316
SAU,2016,wealth,p0p50,0.0369
SAU,2016,wealth,p50p90,0.3206
SAU,2016,wealth,p90p100,0.6425000000000001
SAU,2016,wealth,p99.9p100,0.1423
SAU,2016,wealth,p99p100,0.3019
SAU,2017,income,p0p50,0.1065
SAU,2017,income,p50p90,0.373
SAU,2017,income,p90p100,0.5205000000000001
SAU,2017,income,p99.9p100,0.0878
SAU,2017,income,p99p100,0.2316
SAU,2017,wealth,p0p50,0.0371
SAU,2017,wealth,p50p90,0.3213
SAU,2017,wealth,p90p100,0.6415000000000001
SAU,2017,wealth,p99.9p100,0.1415
