iso3,sex,age,level,percent
PRT,M,15,0,0.65
PRT,M,15,1,2.37
PRT,M,15,2,22.68
PRT,M,15,3,59.13
PRT,M,15,4,14.53
PRT,M,15,5,0.64
PRT,M,15,6,0.00
PRT,M,15,7,0.00
PRT,M,20,0,0.82
PRT,M,20,1,2.62
PRT,M,20,2,5.53
PRT,M,20,3,25.44
PRT,M,20,4,50.91
PRT,M,20,5,13.32
PRT,M,20,6,0.00
PRT,M,20,7,1.35
PRT,M,25,0,1.09
PRT,M,25,1,2.78
PRT,M,25,2,7.70
PRT,M,25,3,22.57
PRT,M,25,4,33.45
PRT,M,25,5,26.13
PRT,M,25,6,1.48
PRT,M,25,7,4.79
PRT,M,30,0,1.57
PRT,M,30,1,2.79
PRT,M,30,2,10.81
PRT,M,30,3,26.72
PRT,M,30,4,27.45
PRT,M,30,5,25.19
PRT,M,30,6,2.54
PRT,M,30,7,2.94
PRT,M,35,0,2.03
PRT,M,35,1,3.51
PRT,M,35,2,13.14
PRT,M,35,3,29.86
PRT,M,35,4,24.85
PRT,M,35,5,20.63
PRT,M,35,6,3.21
PRT,M,35,7,2.78
PRT,M,40,0,2.66
PRT,M,40,1,5.84
PRT,M,40,2,18.36
PRT,M,40,3,25.69
PRT,M,40,4,23.04
PRT,M,40,5,17.42
PRT,M,40,6,3.43
PRT,M,40,7,3.57
PRT,M,45,0,3.50
PRT,M,45,1,10.65
PRT,M,45,2,24.31
PRT,M,45,3,21.90
PRT,M,45,4,20.02
PRT,M,45,5,13.43
PRT,M,45,6,2.88
PRT,M,45,7,3.30
PRT,M,50,0,4.38
PRT,M,50,1,18.52
PRT,M,50,2,25.76
PRT,M,50,3,21.01
PRT,M,50,4,16.56
PRT,M,50,5,9.30
PRT,M,50,6,2.32
PRT,M,50,7,2.15
PRT,M,55,0,4.89
PRT,M,55,1,28.01
PRT,M,55,2,21.42
PRT,M,55,3,20.02
PRT,M,55,4,14.53
PRT,M,55,5,7.48
PRT,M,55,6,2.35
PRT,M,55,7,1.31
PRT,M,60,0,5.79
PRT,M,60,1,37.87
PRT,M,60,2,15.51
PRT,M,60,3,16.73
PRT,M,60,4,13.18
PRT,M,60,5,7.03
PRT,M,60,6,2.65
PRT,M,60,7,1.25
PRT,M,65,0,6.62
PRT,M,65,1,52.25
PRT,M,65,2,8.93
PRT,M,65,3,12.61
PRT,M,65,4,9.05
PRT,M,65,5,6.51
PRT,M,65,6,2.96
PRT,M,65,7,1.08
PRT,M,70,0,7.20
PRT,M,70,1,57.62
PRT,M,70,2,8.02
PRT,M,70,3,11.46
PRT,M,70,4,7.32
PRT,M,70,5,5.19
PRT,M,70,6,2.38
PRT,M,70,7,0.82
PRT,M,75,0,11.54
PRT,M,75,1,60.51
PRT,M,75,2,6.52
PRT,M,75,3,8.90
PRT,M,75,4,5.76
PRT,M,75,5,4.31
PRT,M,75,6,1.89
PRT,M,75,7,0.56
PRT,M,80,0,22.72
PRT,M,80,1,56.25
PRT,M,80,2,4.94
PRT,M,80,3,6.70
PRT,M,80,4,4.25
PRT,M,80,5,3.36
PRT,M,80,6,1.36
PRT,M,80,7,0.42
PRT,M,85,0,28.93
PRT,M,85,1,53.73
PRT,M,85,2,3.94
PRT,M,85,3,5.51
PRT,M,85,4,3.55
PRT,M,85,5,3.07
PRT,M,85,6,0.94
PRT,M,85,7,0.32
PRT,M,90,0,33.84
PRT,M,90,1,50.34
PRT,M,90,2,3.35
PRT,M,90,3,4.48
PRT,M,90,4,3.64
PRT,M,90,5,3.07
PRT,M,90,6,0.93
PRT,M,90,7,0.36
PRT,M,95,0,37.23
PRT,M,95,1,47.60
PRT,M,95,2,3.08
PRT,M,95,3,3.96
PRT,M,95,4,3.56
PRT,M,95,5,3.06
PRT,M,95,6,1.15
PRT,M,95,7,0.35
PRT,M,100,0,39.13
PRT,M,100,1,44.94
PRT,M,100,2,3.40
PRT,M,100,3,3.94
PRT,M,100,4,3.77
PRT,M,100,5,3.17
PRT,M,100,6,1.27
PRT,M,100,7,0.38
PRY,F,15,0,0.71
PRY,F,15,1,9.03
PRY,F,15,2,37.43
PRY,F,15,3,38.32
PRY,F,15,4,14.00
PRY,F,15,5,0.00
PRY,F,15,6,0.00
PRY,F,15,7,0.00
PRY,F,20,0,0.90
PRY,F,20,1,10.45
PRY,F,20,2,17.79
PRY,F,20,3,11.41
PRY,F,20,4,35.35
PRY,F,20,5,0.00
PRY,F,20,6,0.00
PRY,F,20,7,0.00
PRY,F,25,0,1.14
PRY,F,25,1,12.09
PRY,F,25,2,20.89
PRY,F,25,3,10.57
PRY,F,25,4,24.46
PRY,F,25,5,0.00
PRY,F,25,6,0.00
PRY,F,25,7,0.00
PRY,F,30,0,1.44
PRY,F,30,1,14.01
PRY,F,30,2,24.17
PRY,F,30,3,11.21
PRY,F,30,4,21.50
PRY,F,30,5,0.00
PRY,F,30,6,0.00
PRY,F,30,7,0.00
PRY,F,35,0,1.97
PRY,F,35,1,15.07
PRY,F,35,2,27.86
PRY,F,35,3,11.81
PRY,F,35,4,19.39
PRY,F,35,5,0.00
PRY,F,35,6,0.00
PRY,F,35,7,0.00
PRY,F,40,0,2.79
PRY,F,40,1,18.88
PRY,F,40,2,31.67
PRY,F,40,3,11.48
PRY,F,40,4,16.13
PRY,F,40,5,0.00
PRY,F,40,6,0.00
PRY,F,40,7,0.00
PRY,F,45,0,3.36
PRY,F,45,1,23.47
PRY,F,45,2,33.88
PRY,F,45,3,10.74
PRY,F,45,4,13.44
PRY,F,45,5,0.00
PRY,F,45,6,0.00
PRY,F,45,7,0.00
PRY,F,50,0,3.97
PRY,F,50,1,26.39
PRY,F,50,2,33.83
PRY,F,50,3,10.22
PRY,F,50,4,12.43
PRY,F,50,5,0.00
PRY,F,50,6,0.00
PRY,F,50,7,0.00
PRY,F,55,0,4.88
PRY,F,55,1,31.14
PRY,F,55,2,32.38
PRY,F,55,3,9.05
PRY,F,55,4,11.14
PRY,F,55,5,0.00
PRY,F,55,6,0.00
PRY,F,55,7,0.00
PRY,F,60,0,5.77
PRY,F,60,1,35.67
PRY,F,60,2,31.33
PRY,F,60,3,7.86
PRY,F,60,4,9.47
PRY,F,60,5,0.00
PRY,F,60,6,0.00
PRY,F,60,7,0.00
PRY,F,65,0,7.64
PRY,F,65,1,40.75
PRY,F,65,2,28.42
PRY,F,65,3,6.86
PRY,F,65,4,7.93
PRY,F,65,5,0.00
PRY,F,65,6,0.00
PRY,F,65,7,0.00
PRY,F,70,0,9.45
PRY,F,70,1,45.81
PRY,F,70,2,25.38
PRY,F,70,3,5.87
PRY,F,70,4,6.52
PRY,F,70,5,0.00
PRY,F,70,6,0.00
PRY,F,70,7,0.00
PRY,F,75,0,11.23
PRY,F,75,1,48.70
PRY,F,75,2,23.12
PRY,F,75,3,4.98
PRY,F,75,4,5.90
PRY,F,75,5,0.00
PRY,F,75,6,0.00
PRY,F,75,7,0.00
PRY,F,80,0,14.66
PRY,F,80,1,50.96
PRY,F,80,2,20.40
PRY,F,80,3,4.12
PRY,F,80,4,5.15
PRY,F,80,5,0.00
PRY,F,80,6,0.00
PRY,F,80,7,0.00
PRY,F,85,0,17.52
PRY,F,85,1,53.53
PRY,F,85,2,17.39
PRY,F,85,3,3.52
PRY,F,85,4,4.30
PRY,F,85,5,0.00
PRY,F,85,6,0.00
PRY,F,85,7,0.00
PRY,F,90,0,19.05
PRY,F,90,1,55.09
PRY,F,90,2,15.34
PRY,F,90,3,3.00
PRY,F,90,4,4.16
PRY,F,90,5,0.00
PRY,F,90,6,0.00
PRY,F,90,7,0.00
PRY,F,95,0,22.60
PRY,F,95,1,53.58
PRY,F,95,2,14.54
PRY,F,95,3,2.56
PRY,F,95,4,3.68
PRY,F,95,5,0.00
PRY,F,95,6,0.00
PRY,F,95,7,0.00
PRY,F,100,0,27.76
PRY,F,100,1,49.94
PRY,F,100,2,13.97
PRY,F,100,3,2.32
PRY,F,100,4,3.47
PRY,F,100,5,0.00
PRY,F,100,6,0.00
PRY,F,100,7,0.00
PRY,M,15,0,0.64
PRY,M,15,1,10.84
PRY,M,15,2,39.55
PRY,M,15,3,37.38
PRY,M,15,4,11.30
PRY,M,15,5,0.00
PRY,M,15,6,0.00
PRY,M,15,7,0.00
PRY,M,20,0,0.82
PRY,M,20,1,12.31
PRY,M,20,2,19.64
PRY,M,20,3,16.33
PRY,M,20,4,35.72
PRY,M,20,5,0.00
PRY,M,20,6,0.00
PRY,M,20,7,0.00
PRY,M,25,0,1.05
PRY,M,25,1,13.94
PRY,M,25,2,22.71
PRY,M,25,3,15.62
PRY,M,25,4,25.65
PRY,M,25,5,0.00
PRY,M,25,6,0.00
PRY,M,25,7,0.00
PRY,M,30,0,1.35
PRY,M,30,1,15.73
PRY,M,30,2,25.94
PRY,M,30,3,15.56
PRY,M,30,4,22.64
PRY,M,30,5,0.00
PRY,M,30,6,0.00
PRY,M,30,7,0.00
PRY,M,35,0,1.71
PRY,M,35,1,16.42
PRY,M,35,2,29.66
PRY,M,35,3,15.47
PRY,M,35,4,20.30
PRY,M,35,5,0.00
PRY,M,35,6,0.00
PRY,M,35,7,0.00
PRY,M,40,0,2.28
PRY,M,40,1,18.78
PRY,M,40,2,33.54
PRY,M,40,3,14.57
PRY,M,40,4,17.22
PRY,M,40,5,0.00
PRY,M,40,6,0.00
PRY,M,40,7,0.00
PRY,M,45,0,2.81
PRY,M,45,1,22.11
PRY,M,45,2,35.08
PRY,M,45,3,13.87
PRY,M,45,4,14.75
PRY,M,45,5,0.00
PRY,M,45,6,0.00
PRY,M,45,7,0.00
PRY,M,50,0,3.18
PRY,M,50,1,24.20
PRY,M,50,2,34.63
PRY,M,50,3,13.27
PRY,M,50,4,14.04
PRY,M,50,5,0.00
PRY,M,50,6,0.00
PRY,M,50,7,0.00
PRY,M,55,0,3.70
PRY,M,55,1,28.95
PRY,M,55,2,33.91
PRY,M,55,3,11.32
PRY,M,55,4,11.98
PRY,M,55,5,0.00
PRY,M,55,6,0.00
PRY,M,55,7,0.00
PRY,M,60,0,4.25
PRY,M,60,1,33.79
PRY,M,60,2,33.61
PRY,M,60,3,9.72
PRY,M,60,4,9.46
PRY,M,60,5,0.00
PRY,M,60,6,0.00
PRY,M,60,7,0.00
PRY,M,65,0,5.26
PRY,M,65,1,38.87
PRY,M,65,2,30.93
PRY,M,65,3,8.88
PRY,M,65,4,7.83
PRY,M,65,5,0.00
PRY,M,65,6,0.00
PRY,M,65,7,0.00
PRY,M,70,0,6.39
PRY,M,70,1,44.87
PRY,M,70,2,27.20
PRY,M,70,3,7.51
PRY,M,70,4,6.66
PRY,M,70,5,0.00
PRY,M,70,6,0.00
PRY,M,70,7,0.00
PRY,M,75,0,7.34
PRY,M,75,1,49.08
PRY,M,75,2,24.23
PRY,M,75,3,6.52
PRY,M,75,4,5.98
PRY,M,75,5,0.00
PRY,M,75,6,0.00
PRY,M,75,7,0.00
PRY,M,80,0,9.30
PRY,M,80,1,53.15
PRY,M,80,2,20.89
PRY,M,80,3,5.42
PRY,M,80,4,5.08
PRY,M,80,5,0.00
PRY,M,80,6,0.00
PRY,M,80,7,0.00
PRY,M,85,0,10.75
PRY,M,85,1,58.15
PRY,M,85,2,16.70
PRY,M,85,3,4.39
PRY,M,85,4,4.45
PRY,M,85,5,0.00
PRY,M,85,6,0.00
PRY,M,85,7,0.00
PRY,M,90,0,11.41
PRY,M,90,1,63.11
PRY,M,90,2,13.27
PRY,M,90,3,3.60
PRY,M,90,4,3.75
PRY,M,90,5,0.00
PRY,M,90,6,0.00
PRY,M,90,7,0.00
PRY,M,95,0,13.47
PRY,M,95,1,63.50
PRY,M,95,2,12.66
PRY,M,95,3,2.95
PRY,M,95,4,3.25
PRY,M,95,5,0.00
PRY,M,95,6,0.00
PRY,M,95,7,0.00
PRY,M,100,0,16.01
PRY,M,100,1,63.78
PRY,M,100,2,12.25
PRY,M,100,3,2.20
PRY,M,100,4,2.56
PRY,M,100,5,0.00
PRY,M,100,6,0.00
PRY,M,100,7,0.00
PSE,F,15,0,0.44
PSE,F,15,1,0.60
PSE,F,15,2,4.37
PSE,F,15,3,62.60
PSE,F,15,4,31.61
PSE,F,15,5,0.39
PSE,F,15,6,0.00
PSE,F,15,7,0.00
PSE,F,20,0,0.48
PSE,F,20,1,0.63
PSE,F,20,2,2.48
PSE,F,20,3,19.93
PSE,F,20,4,46.62
PSE,F,20,5,8.62
PSE,F,20,6,21.12
PSE,F,20,7,0.10
PSE,F,25,0,0.61
PSE,F,25,1,0.72
PSE,F,25,2,3.23
PSE,F,25,3,20.70
PSE,F,25,4,24.14
PSE,F,25,5,9.47
PSE,F,25,6,39.73
PSE,F,25,7,1.40
PSE,F,30,0,0.84
PSE,F,30,1,1.30
PSE,F,30,2,5.14
PSE,F,30,3,23.06
PSE,F,30,4,21.88
PSE,F,30,5,7.47
PSE,F,30,6,38.09
PSE,F,30,7,2.22
PSE,F,35,0,1.13
PSE,F,35,1,2.85
PSE,F,35,2,9.69
PSE,F,35,3,27.84
PSE,F,35,4,20.05
PSE,F,35,5,7.45
PSE,F,35,6,28.85
PSE,F,35,7,2.13
PSE,F,40,0,1.65
PSE,F,40,1,4.76
PSE,F,40,2,15.60
PSE,F,40,3,32.88
PSE,F,40,4,18.15
PSE,F,40,5,6.57
PSE,F,40,6,18.49
PSE,F,40,7,1.89
PSE,F,45,0,2.68
PSE,F,45,1,7.84
PSE,F,45,2,18.57
PSE,F,45,3,31.24
PSE,F,45,4,18.30
PSE,F,45,5,8.55
PSE,F,45,6,11.24
PSE,F,45,7,1.58
PSE,F,50,0,4.23
PSE,F,50,1,10.77
PSE,F,50,2,19.88
PSE,F,50,3,28.05
PSE,F,50,4,17.93
PSE,F,50,5,8.26
PSE,F,50,6,9.80
PSE,F,50,7,1.09
PSE,F,55,0,6.65
PSE,F,55,1,14.08
PSE,F,55,2,22.18
PSE,F,55,3,24.04
PSE,F,55,4,15.55
PSE,F,55,5,8.00
PSE,F,55,6,8.71
PSE,F,55,7,0.77
PSE,F,60,0,11.58
PSE,F,60,1,17.69
PSE,F,60,2,22.51
PSE,F,60,3,21.26
PSE,F,60,4,14.27
PSE,F,60,5,6.74
PSE,F,60,6,5.26
PSE,F,60,7,0.70
PSE,F,65,0,19.51
PSE,F,65,1,17.89
PSE,F,65,2,18.87
PSE,F,65,3,19.48
PSE,F,65,4,14.13
PSE,F,65,5,5.93
PSE,F,65,6,3.83
PSE,F,65,7,0.37
PSE,F,70,0,36.71
PSE,F,70,1,18.11
PSE,F,70,2,15.76
PSE,F,70,3,10.37
PSE,F,70,4,10.64
PSE,F,70,5,5.50
PSE,F,70,6,2.61
PSE,F,70,7,0.28
PSE,F,75,0,59.19
PSE,F,75,1,15.87
PSE,F,75,2,10.59
PSE,F,75,3,5.76
PSE,F,75,4,3.64
PSE,F,75,5,3.00
PSE,F,75,6,1.78
PSE,F,75,7,0.19
PSE,F,80,0,73.95
PSE,F,80,1,12.70
PSE,F,80,2,6.05
PSE,F,80,3,2.75
PSE,F,80,4,2.18
PSE,F,80,5,0.79
PSE,F,80,6,1.57
PSE,F,80,7,0.00
PSE,F,85,0,79.91
PSE,F,85,1,11.24
PSE,F,85,2,4.94
PSE,F,85,3,1.39
PSE,F,85,4,1.15
PSE,F,85,5,0.17
PSE,F,85,6,1.20
PSE,F,85,7,0.00
PSE,F,90,0,84.54
PSE,F,90,1,9.20
PSE,F,90,2,3.77
PSE,F,90,3,1.12
PSE,F,90,4,0.24
PSE,F,90,5,0.57
PSE,F,90,6,0.57
PSE,F,90,7,0.00
PSE,F,95,0,89.02
PSE,F,95,1,7.37
PSE,F,95,2,2.50
PSE,F,95,3,0.45
PSE,F,95,4,0.13
PSE,F,95,5,0.26
PSE,F,95,6,0.26
PSE,F,95,7,0.00
PSE,F,100,0,92.05
PSE,F,100,1,5.74
PSE,F,100,2,1.66
PSE,F,100,3,0.23
PSE,F,100,4,0.04
PSE,F,100,5,0.14
PSE,F,100,6,0.14
PSE,F,100,7,0.00
PSE,M,15,0,0.53
PSE,M,15,1,2.00
PSE,M,15,2,10.75
PSE,M,15,3,64.03
PSE,M,15,4,22.43
PSE,M,15,5,0.26
PSE,M,15,6,0.00
PSE,M,15,7,0.00
PSE,M,20,0,0.69
PSE,M,20,1,2.45
PSE,M,20,2,8.81
PSE,M,20,3,33.99
PSE,M,20,4,36.21
PSE,M,20,5,6.44
PSE,M,20,6,11.30
PSE,M,20,7,0.12
PSE,M,25,0,0.71
PSE,M,25,1,2.48
PSE,M,25,2,8.92
PSE,M,25,3,30.42
PSE,M,25,4,23.15
PSE,M,25,5,8.69
PSE,M,25,6,24.21
PSE,M,25,7,1.43
PSE,M,30,0,0.85
PSE,M,30,1,3.00
PSE,M,30,2,9.95
PSE,M,30,3,29.64
PSE,M,30,4,20.93
PSE,M,30,5,7.43
PSE,M,30,6,25.56
PSE,M,30,7,2.65
PSE,M,35,0,1.10
PSE,M,35,1,4.43
PSE,M,35,2,13.95
PSE,M,35,3,29.87
PSE,M,35,4,18.29
PSE,M,35,5,5.21
PSE,M,35,6,23.67
PSE,M,35,7,3.48
PSE,M,40,0,1.08
PSE,M,40,1,5.99
PSE,M,40,2,16.55
PSE,M,40,3,32.97
PSE,M,40,4,18.16
PSE,M,40,5,4.64
PSE,M,40,6,16.22
PSE,M,40,7,4.39
PSE,M,45,0,1.24
PSE,M,45,1,7.33
PSE,M,45,2,17.39
PSE,M,45,3,29.72
PSE,M,45,4,21.16
PSE,M,45,5,5.64
PSE,M,45,6,13.79
PSE,M,45,7,3.73
PSE,M,50,0,1.48
PSE,M,50,1,7.77
PSE,M,50,2,19.16
PSE,M,50,3,25.93
PSE,M,50,4,20.71
PSE,M,50,5,8.27
PSE,M,50,6,13.14
PSE,M,50,7,3.53
PSE,M,55,0,2.00
PSE,M,55,1,9.16
PSE,M,55,2,18.82
PSE,M,55,3,25.56
PSE,M,55,4,16.42
PSE,M,55,5,9.43
PSE,M,55,6,14.68
PSE,M,55,7,3.92
PSE,M,60,0,2.69
PSE,M,60,1,11.59
PSE,M,60,2,21.31
PSE,M,60,3,22.26
PSE,M,60,4,13.48
PSE,M,60,5,9.09
PSE,M,60,6,16.34
PSE,M,60,7,3.25
PSE,M,65,0,3.56
PSE,M,65,1,11.58
PSE,M,65,2,20.50
PSE,M,65,3,22.95
PSE,M,65,4,14.54
PSE,M,65,5,9.19
PSE,M,65,6,14.87
PSE,M,65,7,2.81
PSE,M,70,0,6.53
PSE,M,70,1,13.07
PSE,M,70,2,19.81
PSE,M,70,3,18.09
PSE,M,70,4,16.58
PSE,M,70,5,7.79
PSE,M,70,6,15.64
PSE,M,70,7,2.50
PSE,M,75,0,13.50
PSE,M,75,1,17.43
PSE,M,75,2,19.30
PSE,M,75,3,15.22
PSE,M,75,4,12.53
PSE,M,75,5,7.65
PSE,M,75,6,12.46
PSE,M,75,7,1.92
PSE,M,80,0,24.40
PSE,M,80,1,24.29
PSE,M,80,2,17.65
PSE,M,80,3,11.57
PSE,M,80,4,6.51
PSE,M,80,5,5.28
PSE,M,80,6,8.23
PSE,M,80,7,2.06
PSE,M,85,0,34.70
PSE,M,85,1,31.57
PSE,M,85,2,16.21
PSE,M,85,3,4.90
PSE,M,85,4,4.45
PSE,M,85,5,1.38
PSE,M,85,6,5.40
PSE,M,85,7,1.37
PSE,M,90,0,48.63
PSE,M,90,1,31.01
PSE,M,90,2,10.48
PSE,M,90,3,2.44
PSE,M,90,4,3.31
PSE,M,90,5,0.00
PSE,M,90,6,2.75
PSE,M,90,7,1.37
PSE,M,95,0,61.57
PSE,M,95,1,28.99
PSE,M,95,2,6.19
PSE,M,95,3,0.67
PSE,M,95,4,1.25
PSE,M,95,5,0.00
PSE,M,95,6,0.89
PSE,M,95,7,0.44
PSE,M,100,0,73.46
PSE,M,100,1,22.53
PSE,M,100,2,2.95
PSE,M,100,3,0.18
PSE,M,100,4,0.48
PSE,M,100,5,0.00
PSE,M,100,6,0.26
PSE,M,100,7,0.13
PYF,F,15,0,0.29
PYF,F,15,1,0.02
PYF,F,15,2,0.98
PYF,F,15,3,17.54
PYF,F,15,4,70.95
PYF,F,15,5,0.00
PYF,F,15,6,0.00
PYF,F,15,7,0.00
PYF,F,20,0,0.36
PYF,F,20,1,0.02
PYF,F,20,2,1.21
PYF,F,20,3,8.33
PYF,F,20,4,58.11
PYF,F,20,5,0.00
PYF,F,20,6,0.00
PYF,F,20,7,0.00
PYF,F,25,0,0.46
PYF,F,25,1,0.03
PYF,F,25,2,1.64
PYF,F,25,3,8.55
PYF,F,25,4,55.23
PYF,F,25,5,0.00
PYF,F,25,6,0.00
PYF,F,25,7,0.00
PYF,F,30,0,0.67
PYF,F,30,1,0.09
PYF,F,30,2,2.30
PYF,F,30,3,11.92
PYF,F,30,4,51.18
PYF,F,30,5,0.00
PYF,F,30,6,0.00
PYF,F,30,7,0.00
PYF,F,35,0,0.88
PYF,F,35,1,0.32
PYF,F,35,2,3.20
PYF,F,35,3,16.22
PYF,F,35,4,48.89
PYF,F,35,5,0.00
PYF,F,35,6,0.00
PYF,F,35,7,0.00
PYF,F,40,0,1.10
PYF,F,40,1,0.70
PYF,F,40,2,5.97
PYF,F,40,3,20.29
PYF,F,40,4,44.90
PYF,F,40,5,0.00
PYF,F,40,6,0.00
PYF,F,40,7,0.00
PYF,F,45,0,1.59
PYF,F,45,1,1.52
PYF,F,45,2,9.89
PYF,F,45,3,23.36
PYF,F,45,4,40.24
PYF,F,45,5,0.00
PYF,F,45,6,0.00
PYF,F,45,7,0.00
PYF,F,50,0,1.93
PYF,F,50,1,2.53
PYF,F,50,2,13.26
PYF,F,50,3,24.33
PYF,F,50,4,38.56
PYF,F,50,5,0.00
PYF,F,50,6,0.00
PYF,F,50,7,0.00
PYF,F,55,0,2.73
PYF,F,55,1,4.54
PYF,F,55,2,18.26
PYF,F,55,3,22.44
PYF,F,55,4,35.30
PYF,F,55,5,0.00
PYF,F,55,6,0.00
PYF,F,55,7,0.00
PYF,F,60,0,4.08
PYF,F,60,1,5.90
PYF,F,60,2,22.05
PYF,F,60,3,21.76
PYF,F,60,4,30.76
PYF,F,60,5,0.00
PYF,F,60,6,0.00
PYF,F,60,7,0.00
PYF,F,65,0,5.16
PYF,F,65,1,7.48
PYF,F,65,2,25.76
PYF,F,65,3,21.73
PYF,F,65,4,25.22
PYF,F,65,5,0.00
PYF,F,65,6,0.00
PYF,F,65,7,0.00
PYF,F,70,0,8.39
PYF,F,70,1,11.11
PYF,F,70,2,28.58
PYF,F,70,3,20.11
PYF,F,70,4,18.72
PYF,F,70,5,0.00
PYF,F,70,6,0.00
PYF,F,70,7,0.00
PYF,F,75,0,14.04
PYF,F,75,1,16.62
PYF,F,75,2,32.67
PYF,F,75,3,15.71
PYF,F,75,4,12.92
PYF,F,75,5,0.00
PYF,F,75,6,0.00
PYF,F,75,7,0.00
PYF,F,80,0,19.45
PYF,F,80,1,18.71
PYF,F,80,2,33.61
PYF,F,80,3,13.97
PYF,F,80,4,9.25
PYF,F,80,5,0.00
PYF,F,80,6,0.00
PYF,F,80,7,0.00
PYF,F,85,0,25.54
PYF,F,85,1,21.36
PYF,F,85,2,30.04
PYF,F,85,3,11.38
PYF,F,85,4,8.19
PYF,F,85,5,0.00
PYF,F,85,6,0.00
PYF,F,85,7,0.00
PYF,F,90,0,34.22
PYF,F,90,1,22.58
PYF,F,90,2,27.80
PYF,F,90,3,7.53
PYF,F,90,4,6.06
PYF,F,90,5,0.00
PYF,F,90,6,0.00
PYF,F,90,7,0.00
PYF,F,95,0,46.20
PYF,F,95,1,24.39
PYF,F,95,2,21.07
PYF,F,95,3,4.62
PYF,F,95,4,2.87
PYF,F,95,5,0.00
PYF,F,95,6,0.00
PYF,F,95,7,0.00
PYF,F,100,0,56.81
PYF,F,100,1,23.07
PYF,F,100,2,15.48
PYF,F,100,3,2.67
PYF,F,100,4,1.59
PYF,F,100,5,0.00
PYF,F,100,6,0.00
PYF,F,100,7,0.00
PYF,M,15,0,0.47
PYF,M,15,1,0.09
PYF,M,15,2,3.56
PYF,M,15,3,23.53
PYF,M,15,4,66.81
PYF,M,15,5,0.00
PYF,M,15,6,0.00
PYF,M,15,7,0.00
PYF,M,20,0,0.58
PYF,M,20,1,0.11
PYF,M,20,2,3.98
PYF,M,20,3,16.99
PYF,M,20,4,57.90
PYF,M,20,5,0.00
PYF,M,20,6,0.00
PYF,M,20,7,0.00
PYF,M,25,0,0.74
PYF,M,25,1,0.13
PYF,M,25,2,4.53
PYF,M,25,3,13.51
PYF,M,25,4,58.28
PYF,M,25,5,0.00
PYF,M,25,6,0.00
PYF,M,25,7,0.00
PYF,M,30,0,1.04
PYF,M,30,1,0.28
PYF,M,30,2,5.68
PYF,M,30,3,17.22
PYF,M,30,4,51.34
PYF,M,30,5,0.00
PYF,M,30,6,0.00
PYF,M,30,7,0.00
PYF,M,35,0,1.42
PYF,M,35,1,0.94
PYF,M,35,2,8.24
PYF,M,35,3,20.87
PYF,M,35,4,46.67
PYF,M,35,5,0.00
PYF,M,35,6,0.00
PYF,M,35,7,0.00
PYF,M,40,0,1.71
PYF,M,40,1,1.86
PYF,M,40,2,12.14
PYF,M,40,3,22.84
PYF,M,40,4,41.20
PYF,M,40,5,0.00
PYF,M,40,6,0.00
PYF,M,40,7,0.00
PYF,M,45,0,2.39
PYF,M,45,1,3.01
PYF,M,45,2,15.77
PYF,M,45,3,22.81
PYF,M,45,4,36.95
PYF,M,45,5,0.00
PYF,M,45,6,0.00
PYF,M,45,7,0.00
PYF,M,50,0,3.27
PYF,M,50,1,4.92
PYF,M,50,2,18.83
PYF,M,50,3,21.07
PYF,M,50,4,34.21
PYF,M,50,5,0.00
PYF,M,50,6,0.00
PYF,M,50,7,0.00
PYF,M,55,0,4.06
PYF,M,55,1,6.19
PYF,M,55,2,23.22
PYF,M,55,3,18.00
PYF,M,55,4,32.40
PYF,M,55,5,0.00
PYF,M,55,6,0.00
PYF,M,55,7,0.00
PYF,M,60,0,4.94
PYF,M,60,1,7.53
PYF,M,60,2,24.83
PYF,M,60,3,16.94
PYF,M,60,4,29.16
PYF,M,60,5,0.00
PYF,M,60,6,0.00
PYF,M,60,7,0.00
PYF,M,65,0,6.00
PYF,M,65,1,8.60
PYF,M,65,2,26.29
PYF,M,65,3,16.73
PYF,M,65,4,24.63
PYF,M,65,5,0.00
PYF,M,65,6,0.00
PYF,M,65,7,0.00
PYF,M,70,0,8.62
PYF,M,70,1,9.27
PYF,M,70,2,26.95
PYF,M,70,3,15.04
PYF,M,70,4,21.12
PYF,M,70,5,0.00
PYF,M,70,6,0.00
PYF,M,70,7,0.00
PYF,M,75,0,13.35
PYF,M,75,1,13.53
PYF,M,75,2,27.33
PYF,M,75,3,13.14
PYF,M,75,4,16.03
PYF,M,75,5,0.00
PYF,M,75,6,0.00
PYF,M,75,7,0.00
PYF,M,80,0,17.44
PYF,M,80,1,16.83
PYF,M,80,2,29.75
PYF,M,80,3,12.45
PYF,M,80,4,12.40
PYF,M,80,5,0.00
PYF,M,80,6,0.00
PYF,M,80,7,0.00
PYF,M,85,0,23.35
PYF,M,85,1,17.16
PYF,M,85,2,27.70
PYF,M,85,3,11.83
PYF,M,85,4,10.54
PYF,M,85,5,0.00
PYF,M,85,6,0.00
PYF,M,85,7,0.00
PYF,M,90,0,31.15
PYF,M,90,1,18.57
PYF,M,90,2,24.89
PYF,M,90,3,10.28
PYF,M,90,4,7.45
PYF,M,90,5,0.00
PYF,M,90,6,0.00
PYF,M,90,7,0.00
PYF,M,95,0,40.54
PYF,M,95,1,21.03
PYF,M,95,2,21.42
PYF,M,95,3,7.45
PYF,M,95,4,4.79
PYF,M,95,5,0.00
PYF,M,95,6,0.00
