iso3,heading,value
VCT,9080000,72.399088
VCT,9120000,62.390607
VCT,9140000,94.938714
VGB,1101000,195.376528
VGB,1101100,194.178077
VGB,1103000,153.147244
VGB,1105000,165.502705
VGB,1107300,104.938574
VGB,1111000,145.173855
VIR,1000000,143.849062
VNM,1000000,48.713544
VNM,1101000,78.749754
VNM,1101100,79.482041
VNM,1103000,51.508073
VNM,1105000,61.659939
VNM,1107300,77.918817
VNM,1111000,35.973444
VNM,1501100,99.957647
VNM,1501200,42.810572
VNM,1501300,91.184710
VNM,9080000,29.754754
VNM,9120000,29.913337
VNM,9140000,45.425566
ZAF,1000000,79.085880
ZAF,1101000,88.221518
ZAF,1101100,87.458997
ZAF,1103000,78.530478
ZAF,1105000,66.337553
ZAF,1107300,155.583485
ZAF,1111000,60.060341
ZAF,1501100,91.552552
ZAF,1501200,71.304925
ZAF,1501300,83.767857
ZAF,9080000,76.272423
ZAF,9120000,104.464391
ZAF,9140000,59.651223
ZMB,1000000,50.985526
ZMB,1101000,67.023216
ZMB,1101100,66.920494
ZMB,1103000,48.303863
ZMB,1105000,43.998184
ZMB,1107300,110.426530
ZMB,1111000,38.936668
ZMB,1501100,96.289236
ZMB,1501200,72.849726
ZMB,1501300,86.972356
ZMB,9080000,29.940931
ZMB,9120000,34.977227
ZMB,9140000,37.914268
ZWE,1000000,85.794657
ZWE,1101000,138.294243
ZWE,1101100,137.072346
ZWE,1103000,119.190164
ZWE,1105000,86.061208
ZWE,1107300,146.951490
ZWE,1111000,85.511494
ZWE,1501100,105.209457
ZWE,1501200,78.904164
ZWE,1501300,96.069812
ZWE,9080000,55.717215
ZWE,9120000,29.555292
ZWE,9140000,68.539700
