iso3,age,male,female
CMR,49,95.034,97.573
CMR,50,90.431,93.078
CMR,51,85.976,88.739
CMR,52,81.465,84.355
CMR,53,76.912,79.944
CMR,54,72.323,75.501
CMR,55,67.698,71.025
CMR,56,63.298,66.784
CMR,57,59.274,62.91
CMR,58,55.627,59.423
CMR,59,52.4,56.365
CMR,60,49.511,53.654
CMR,61,46.718,51.029
CMR,62,43.983,48.429
CMR,63,41.301,45.856
CMR,64,38.687,43.344
CMR,65,36.072,40.806
CMR,66,33.526,38.311
CMR,67,31.08,35.895
CMR,68,28.668,33.474
CMR,69,26.303,31.068
CMR,70,24.023,28.713
CMR,71,21.813,26.4
CMR,72,19.707,24.174
CMR,73,17.502,21.771
CMR,74,15.539,19.581
CMR,75,14.156,18.157
CMR,76,12.938,16.91
CMR,77,11.61,15.408
CMR,78,10.2,13.77
CMR,79,8.835,12.139
CMR,80,7.564,10.591
CMR,81,6.408,9.156
CMR,82,5.378,7.843
CMR,83,4.476,6.651
CMR,84,3.698,5.58
CMR,85,3.007,4.591
CMR,86,2.386,3.673
CMR,87,1.853,2.868
CMR,88,1.418,2.203
CMR,89,1.072,1.667
CMR,90,0.796,1.236
CMR,91,0.581,0.899
CMR,92,0.417,0.64
CMR,93,0.293,0.445
CMR,94,0.201,0.302
CMR,95,0.134,0.198
CMR,96,0.087,0.126
CMR,97,0.055,0.078
CMR,98,0.033,0.047
CMR,99,0.019,0.027
CMR,100,0.024,0.03
COD,0,2087.121,2055.343
COD,1,2000.718,1978.854
COD,2,1930.143,1912.869
COD,3,1865.022,1849.948
COD,4,1803.797,1792.061
COD,5,1739.968,1731.59
COD,6,1668.76,1663.001
COD,7,1603.569,1599.837
COD,8,1549.175,1547.389
COD,9,1495.605,1495.403
COD,10,1443.104,1444.365
COD,11,1390.084,1392.664
COD,12,1334.726,1338.16
COD,13,1283.053,1287.075
COD,14,1234.409,1238.861
COD,15,1185.815,1190.455
COD,16,1139.694,1144.33
COD,17,1092.447,1097.177
COD,18,1046.685,1051.823
COD,19,1009.67,1015.449
COD,20,978.436,984.598
COD,21,948.346,954.934
COD,22,917.631,924.863
COD,23,883.313,891.063
COD,24,844.759,853.038
COD,25,817.692,826.418
COD,26,806.148,815.693
COD,27,792.014,802.219
COD,28,752.695,763.39
COD,29,708.624,719.891
COD,30,678.361,689.731
COD,31,650.762,662.265
COD,32,624.746,636.412
COD,33,599.333,610.974
COD,34,577.341,588.895
COD,35,555.642,567.027
COD,36,533.37,544.519
COD,37,510.256,521.173
COD,38,485.483,496.236
COD,39,461.046,471.742
COD,40,438.656,449.391
COD,41,418.173,429.034
COD,42,399.224,410.353
COD,43,380.179,391.723
COD,44,360.156,372.195
COD,45,343.879,356.603
COD,46,332.439,345.933
COD,47,321.925,336.121
COD,48,312.029,326.906
COD,49,302.663,318.19
COD,50,293.62,309.779
COD,51,284.713,301.468
COD,52,275.51,292.771
COD,53,265.813,283.527
COD,54,255.884,273.98
COD,55,245.903,264.249
COD,56,235.783,254.283
COD,57,225.334,243.935
COD,58,214.785,233.448
COD,59,204.407,223.082
COD,60,194.202,212.849
COD,61,184.171,202.775
COD,62,174.191,192.707
COD,63,164.163,182.5
COD,64,154.35,172.466
COD,65,144.766,162.612
COD,66,135.189,152.675
COD,67,125.924,143.04
COD,68,117.014,133.757
COD,69,108.335,124.667
COD,70,99.7,115.548
COD,71,91.289,106.606
COD,72,83.219,97.986
COD,73,75.643,90.771
COD,74,69.492,84.53
COD,75,64.184,78.679
COD,76,58.154,72.463
COD,77,51.532,65.215
COD,78,45.005,57.939
COD,79,38.801,50.861
COD,80,33.047,44.124
COD,81,27.816,37.837
COD,82,23.142,32.067
COD,83,19.016,26.843
COD,84,15.409,22.173
COD,85,12.25,17.994
COD,86,9.5,14.29
COD,87,7.18,11.127
COD,88,5.301,8.517
COD,89,3.817,6.41
COD,90,2.67,4.739
COD,91,1.808,3.43
COD,92,1.185,2.424
COD,93,0.751,1.667
COD,94,0.459,1.111
COD,95,0.27,0.717
COD,96,0.151,0.444
COD,97,0.081,0.265
COD,98,0.039,0.152
COD,99,0.016,0.082
COD,100,0.007,0.085
COG,0,92.558,90.712
COG,1,90.731,89.006
COG,2,89.238,87.59
COG,3,87.803,86.168
COG,4,86.74,85.137
COG,5,85.975,84.374
COG,6,85.275,83.684
COG,7,84.793,83.231
COG,8,84.499,82.98
COG,9,84.319,82.858
COG,10,84.184,82.778
COG,11,83.478,82.153
COG,12,81.992,80.771
COG,13,78.74,77.652
COG,14,74.662,73.71
COG,15,70.945,70.103
COG,16,67.463,66.716
COG,17,64.579,63.908
COG,18,61.874,61.269
COG,19,59.184,58.641
COG,20,56.814,56.33
COG,21,54.642,54.221
COG,22,51.743,51.38
COG,23,49.331,48.998
COG,24,47.938,47.622
COG,25,46.849,46.557
COG,26,45.7,45.444
COG,27,44.319,44.081
COG,28,43.124,42.901
COG,29,41.967,41.781
COG,30,40.914,40.777
COG,31,40.085,39.995
COG,32,39.361,39.324
COG,33,38.739,38.763
COG,34,38.168,38.249
COG,35,37.592,37.722
COG,36,36.98,37.151
COG,37,36.372,36.583
COG,38,35.746,35.995
COG,39,34.768,34.654
COG,40,33.805,33.359
COG,41,33.188,32.873
COG,42,32.373,32.188
COG,43,31.363,31.224
COG,44,30.533,30.427
COG,45,29.793,29.831
COG,46,28.776,28.991
COG,47,27.606,27.922
COG,48,26.304,26.671
COG,49,24.885,25.233
COG,50,23.759,24.111
COG,51,22.637,23.142
COG,52,21.474,22.166
COG,53,20.581,21.449
COG,54,19.572,20.584
COG,55,18.472,19.502
COG,56,17.567,18.59
COG,57,16.676,17.711
COG,58,15.658,16.652
COG,59,14.603,15.534
COG,60,13.655,14.514
COG,61,12.78,13.55
COG,62,11.905,12.605
COG,63,11.001,11.703
COG,64,10.124,10.9
COG,65,9.319,10.207
COG,66,8.492,9.475
COG,67,7.636,8.688
COG,68,6.816,7.92
COG,69,6.062,7.167
COG,70,5.464,6.511
COG,71,4.978,5.941
COG,72,4.481,5.372
COG,73,3.969,4.808
COG,74,3.528,4.333
COG,75,3.174,3.957
COG,76,2.807,3.545
COG,77,2.428,3.091
COG,78,2.097,2.675
COG,79,1.821,2.332
COG,80,1.601,2.067
COG,81,1.402,1.825
COG,82,1.201,1.581
COG,83,1.012,1.364
COG,84,0.848,1.181
COG,85,0.703,1.008
COG,86,0.555,0.811
COG,87,0.42,0.619
COG,88,0.316,0.47
COG,89,0.238,0.361
COG,90,0.179,0.281
COG,91,0.132,0.211
COG,92,0.095,0.153
COG,93,0.066,0.109
COG,94,0.046,0.076
COG,95,0.031,0.051
COG,96,0.019,0.032
COG,97,0.011,0.018
COG,98,0.006,0.01
COG,99,0.003,0.006
COG,100,0.002,0.005
COL,0,359.52,344.707
COL,1,362.353,347.549
COL,2,364.238,349.417
COL,3,364.659,349.945
COL,4,362.369,347.955
COL,5,357.613,343.57
COL,6,353.057,339.281
COL,7,354.581,340.498
COL,8,361.156,346.449
COL,9,365.635,350.634
COL,10,368.303,353.212
COL,11,370.681,355.45
COL,12,375.932,360.399
COL,13,385.665,369.646
COL,14,394.519,378.04
COL,15,398.844,382.467
COL,16,402.005,386.007
COL,17,408.031,392.639
COL,18,417.587,402.942
COL,19,427.976,414.077
COL,20,435.026,422.507
COL,21,439.041,428.238
COL,22,443.757,434.575
COL,23,450.083,442.452
COL,24,457.128,450.914
COL,25,460.041,455.242
COL,26,458.069,454.624
COL,27,459.112,456.842
COL,28,463.548,462.269
COL,29,464.31,463.858
COL,30,458.219,458.43
COL,31,448.695,449.175
COL,32,439.033,439.524
COL,33,429.128,429.873
COL,34,418.929,420.204
COL,35,409.642,411.476
COL,36,401.519,403.95
COL,37,393.702,396.873
COL,38,387.851,392.122
COL,39,384.675,390.309
COL,40,380.424,387.458
COL,41,372.188,380.583
COL,42,361.717,371.38
COL,43,351.059,361.777
COL,44,341.002,352.623
COL,45,333.628,346.233
COL,46,326.613,340.203
COL,47,317.6,332.115
COL,48,308.902,324.39
COL,49,301.909,318.471
COL,50,296.533,314.166
COL,51,292.678,311.257
COL,52,290.012,309.402
COL,53,287.803,307.995
COL,54,285.811,306.777
COL,55,283.704,305.317
COL,56,280.695,302.857
COL,57,276.379,299.18
COL,58,270.685,294.192
COL,59,263.472,287.65
COL,60,254.833,279.631
COL,61,244.98,270.276
COL,62,234.232,259.89
COL,63,222.904,248.823
COL,64,211.391,237.446
COL,65,199.768,225.833
COL,66,187.982,214.005
COL,67,176.347,202.234
COL,68,165.024,190.627
COL,69,154.004,179.271
COL,70,143.213,168.115
COL,71,132.633,157.108
COL,72,122.679,146.727
COL,73,113.621,137.051
COL,74,102.284,125.605
COL,75,91.831,115.302
COL,76,84.497,107.707
COL,77,76.766,99.629
COL,78,68.8,91.24
COL,79,60.764,82.704
COL,80,52.831,74.152
COL,81,45.244,65.764
COL,82,38.233,57.739
COL,83,31.915,50.182
COL,84,26.335,43.17
COL,85,21.591,36.938
COL,86,17.649,31.568
COL,87,14.309,26.868
COL,88,11.409,22.656
COL,89,8.907,18.895
COL,90,6.752,15.48
COL,91,4.933,12.355
COL,92,3.493,9.622
COL,93,2.421,7.354
COL,94,1.653,5.516
COL,95,1.114,4.043
COL,96,0.746,2.896
COL,97,0.5,2.028
COL,98,0.338,1.388
COL,99,0.231,0.927
COL,100,0.355,1.462
COM,0,11.887,11.584
COM,1,11.684,11.385
COM,2,11.552,11.257
COM,3,11.416,11.126
COM,4,11.27,10.985
COM,5,11.121,10.842
COM,6,10.943,10.668
COM,7,10.751,10.487
COM,8,10.591,10.328
COM,9,10.456,10.169
COM,10,10.316,10.004
COM,11,10.146,9.816
COM,12,9.959,9.605
COM,13,9.743,9.365
COM,14,9.504,9.101
COM,15,9.249,8.822
COM,16,8.992,8.547
COM,17,8.757,8.306
COM,18,8.55,8.11
COM,19,8.374,7.968
COM,20,8.261,7.886
COM,21,8.153,7.827
COM,22,7.963,7.731
COM,23,7.684,7.556
COM,24,7.308,7.298
COM,25,6.843,6.963
COM,26,6.351,6.595
COM,27,5.932,6.274
COM,28,5.644,6.051
COM,29,5.497,5.928
COM,30,5.473,5.9
COM,31,5.529,5.93
COM,32,5.591,5.948
COM,33,5.612,5.91
COM,34,5.587,5.81
COM,35,5.515,5.646
COM,36,5.411,5.44
COM,37,5.301,5.238
COM,38,5.198,5.068
COM,39,5.104,4.935
COM,40,5.014,4.835
COM,41,4.916,4.752
COM,42,4.801,4.659
COM,43,4.657,4.527
COM,44,4.489,4.354
COM,45,4.3,4.144
COM,46,4.101,3.916
COM,47,3.911,3.691
COM,48,3.739,3.489
COM,49,3.587,3.313
COM,50,3.454,3.164
COM,51,3.329,3.035
COM,52,3.2,2.918
COM,53,3.064,2.807
COM,54,2.92,2.699
COM,55,2.768,2.596
COM,56,2.611,2.493
COM,57,2.461,2.39
COM,58,2.319,2.289
COM,59,2.186,2.186
COM,60,2.059,2.083
COM,61,1.939,1.983
COM,62,1.826,1.889
COM,63,1.72,1.804
COM,64,1.619,1.728
COM,65,1.524,1.658
COM,66,1.44,1.595
COM,67,1.361,1.534
COM,68,1.284,1.463
COM,69,1.204,1.389
COM,70,1.127,1.309
COM,71,1.05,1.222
COM,72,0.979,1.14
COM,73,0.915,1.067
COM,74,0.858,1.004
COM,75,0.809,0.956
COM,76,0.747,0.898
COM,77,0.686,0.836
COM,78,0.623,0.767
COM,79,0.554,0.685
COM,80,0.478,0.589
COM,81,0.401,0.492
COM,82,0.334,0.412
COM,83,0.276,0.35
COM,84,0.22,0.287
COM,85,0.167,0.22
COM,86,0.122,0.163
COM,87,0.089,0.121
COM,88,0.067,0.095
COM,89,0.053,0.078
COM,90,0.042,0.065
COM,91,0.032,0.052
COM,92,0.023,0.038
COM,93,0.015,0.026
COM,94,0.009,0.016
COM,95,0.005,0.009
COM,96,0.003,0.005
COM,97,0.002,0.003
COM,98,0.001,0.002
COM,99,0.001,0.001
COM,100,0,0.001
CPV,0,3.236,3.139
CPV,1,3.239,3.143
CPV,2,3.93,3.726
CPV,3,4.736,4.432
CPV,4,4.916,4.636
CPV,5,5.006,4.758
CPV,6,5.035,4.817
CPV,7,5.024,4.816
CPV,8,5.006,4.785
CPV,9,5.025,4.769
CPV,10,5.098,4.79
CPV,11,5.168,4.817
CPV,12,5.179,4.814
CPV,13,5.139,4.774
CPV,14,5.074,4.715
CPV,15,5.03,4.668
CPV,16,5.014,4.641
CPV,17,4.982,4.601
CPV,18,4.897,4.509
CPV,19,4.763,4.349
CPV,20,4.604,4.114
CPV,21,4.473,3.865
CPV,22,4.415,3.744
CPV,23,4.398,3.779
CPV,24,4.396,3.854
CPV,25,4.447,3.95
CPV,26,4.556,4.13
CPV,27,4.718,4.364
CPV,28,4.874,4.516
CPV,29,4.943,4.543
CPV,30,4.952,4.565
CPV,31,4.971,4.62
CPV,32,4.977,4.622
CPV,33,4.92,4.588
CPV,34,4.84,4.566
CPV,35,4.752,4.483
CPV,36,4.624,4.305
CPV,37,4.442,4.107
CPV,38,4.241,3.938
CPV,39,4.065,3.773
CPV,40,3.933,3.593
CPV,41,3.846,3.433
CPV,42,3.745,3.278
CPV,43,3.551,3.072
CPV,44,3.305,2.857
CPV,45,3.123,2.749
CPV,46,3.022,2.708
CPV,47,2.898,2.599
CPV,48,2.691,2.421
CPV,49,2.507,2.292
CPV,50,2.43,2.255
CPV,51,2.397,2.251
CPV,52,2.349,2.24
CPV,53,2.313,2.241
CPV,54,2.313,2.284
CPV,55,2.307,2.328
CPV,56,2.252,2.32
CPV,57,2.184,2.274
CPV,58,2.135,2.245
CPV,59,2.087,2.224
CPV,60,1.996,2.162
CPV,61,1.875,2.047
CPV,62,1.773,1.928
CPV,63,1.677,1.861
CPV,64,1.546,1.819
CPV,65,1.396,1.733
CPV,66,1.256,1.609
CPV,67,1.129,1.475
CPV,68,1.02,1.355
CPV,69,0.926,1.268
CPV,70,0.852,1.204
CPV,71,0.798,1.155
CPV,72,0.755,1.118
CPV,73,0.698,1.067
CPV,74,0.624,0.989
CPV,75,0.548,0.902
CPV,76,0.47,0.813
CPV,77,0.403,0.729
CPV,78,0.347,0.656
CPV,79,0.302,0.599
CPV,80,0.268,0.556
CPV,81,0.239,0.515
CPV,82,0.216,0.479
CPV,83,0.201,0.457
CPV,84,0.185,0.436
CPV,85,0.162,0.399
CPV,86,0.134,0.344
CPV,87,0.107,0.285
CPV,88,0.083,0.231
CPV,89,0.063,0.183
CPV,90,0.047,0.141
CPV,91,0.034,0.106
CPV,92,0.024,0.078
CPV,93,0.017,0.055
CPV,94,0.011,0.039
CPV,95,0.007,0.026
CPV,96,0.005,0.017
CPV,97,0.003,0.011
CPV,98,0.002,0.007
CPV,99,0.001,0.004
CPV,100,0.001,0.004
CRI,0,26.522,25.402
CRI,1,26.84,25.721
CRI,2,28.035,26.883
CRI,3,30.542,29.305
CRI,4,33.149,31.808
CRI,5,34.315,32.897
CRI,6,34.687,33.258
CRI,7,35.438,33.973
CRI,8,35.889,34.369
CRI,9,35.576,34.069
CRI,10,35.888,34.39
CRI,11,36.638,35.102
CRI,12,36.168,34.614
CRI,13,36.602,35.031
CRI,14,37.724,36.112
CRI,15,37.316,35.73
CRI,16,36.394,34.883
CRI,17,36.59,35.09
CRI,18,36.836,35.338
CRI,19,36.639,35.154
CRI,20,37.209,35.648
CRI,21,38.486,36.871
CRI,22,39.841,38.259
CRI,23,40.401,38.872
CRI,24,40.392,38.943
CRI,25,40.261,38.925
CRI,26,40.464,39.198
CRI,27,40.921,39.683
CRI,28,41.255,40.052
CRI,29,41.386,40.217
CRI,30,41.474,40.33
CRI,31,41.581,40.464
CRI,32,41.822,40.737
CRI,33,42.023,41.022
CRI,34,42.098,41.196
CRI,35,42.114,41.323
CRI,36,41.986,41.343
CRI,37,41.679,41.2
CRI,38,40.948,40.655
CRI,39,39.864,39.797
CRI,40,38.739,38.92
CRI,41,37.632,38.066
CRI,42,36.558,37.257
CRI,43,35.652,36.614
CRI,44,34.616,35.843
CRI,45,33.419,34.896
CRI,46,32.346,34.05
CRI,47,31.323,33.217
CRI,48,30.416,32.474
CRI,49,29.62,31.832
CRI,50,29.043,31.369
CRI,51,28.718,31.152
CRI,52,28.486,31.011
CRI,53,28.325,30.894
CRI,54,28.05,30.63
CRI,55,28.061,30.637
CRI,56,28.253,30.826
CRI,57,28.151,30.709
CRI,58,27.94,30.479
CRI,59,27.589,30.107
CRI,60,27.068,29.576
CRI,61,26.354,28.869
CRI,62,25.448,27.972
CRI,63,24.377,26.903
CRI,64,23.174,25.702
CRI,65,21.88,24.41
CRI,66,20.564,23.079
CRI,67,19.338,21.826
CRI,68,18.233,20.683
CRI,69,17.201,19.604
CRI,70,16.221,18.561
CRI,71,15.277,17.546
CRI,72,14.355,16.554
CRI,73,13.52,15.655
CRI,74,12.767,14.784
CRI,75,11.867,13.804
CRI,76,10.911,12.842
CRI,77,9.993,11.903
CRI,78,9.061,10.951
CRI,79,8.192,10.069
CRI,80,7.383,9.251
CRI,81,6.617,8.48
CRI,82,5.887,7.745
CRI,83,5.207,7.053
CRI,84,4.595,6.423
CRI,85,4.015,5.811
CRI,86,3.426,5.184
CRI,87,2.861,4.567
CRI,88,2.369,3.995
CRI,89,1.934,3.46
CRI,90,1.551,2.958
CRI,91,1.227,2.496
CRI,92,0.95,2.071
CRI,93,0.72,1.688
CRI,94,0.535,1.353
CRI,95,0.385,1.056
CRI,96,0.268,0.8
CRI,97,0.181,0.59
CRI,98,0.118,0.425
CRI,99,0.075,0.298
CRI,100,0.106,0.544
CUB,0,49.178,45.956
CUB,1,49.518,46.226
CUB,2,51.431,47.952
CUB,3,54.032,50.348
CUB,4,56.663,52.755
CUB,5,57.964,53.903
CUB,6,58.358,54.227
CUB,7,60.715,56.447
CUB,8,62.242,57.972
CUB,9,62.722,58.512
CUB,10,63.653,59.471
CUB,11,64.749,61.288
CUB,12,65.052,62.264
CUB,13,63.772,61.025
CUB,14,61.971,59.264
CUB,15,59.625,56.807
CUB,16,57.953,55.046
CUB,17,58.282,55.422
CUB,18,60.729,57.891
CUB,19,64.091,61.251
CUB,20,66.906,64.049
CUB,21,68.515,65.671
CUB,22,69.531,66.663
CUB,23,70.309,67.205
CUB,24,70.593,67.112
CUB,25,70.322,66.432
CUB,26,69.362,65.371
CUB,27,67.924,64.6
CUB,28,66.709,64.112
CUB,29,68.04,64.731
CUB,30,72.124,67.403
CUB,31,77.291,71.596
CUB,32,81.645,76.707
CUB,33,83.864,80.129
CUB,34,83.755,80.174
CUB,35,80.691,76.903
CUB,36,78.132,73.718
CUB,37,78.209,73.402
CUB,38,75.552,71.841
CUB,39,71.57,69.418
CUB,40,69.412,67.504
CUB,41,63.86,61.792
CUB,42,59.02,56.897
CUB,43,58.929,57.263
CUB,44,60.068,59.145
CUB,45,64.728,63.349
CUB,46,71.756,70.784
CUB,47,75.576,77.004
CUB,48,78.868,81.747
CUB,49,85.704,88.784
CUB,50,94.004,97.381
CUB,51,97.368,101.605
CUB,52,95.941,100.025
CUB,53,93.722,98.035
CUB,54,92.211,98.601
CUB,55,93.046,99.762
CUB,56,94.78,100.706
CUB,57,94.991,101.945
CUB,58,94.293,102.513
CUB,59,93.209,100.594
CUB,60,88.861,95.767
CUB,61,79.137,87.076
CUB,62,70.213,77.71
CUB,63,63.947,70.1
CUB,64,57.142,63.307
CUB,65,52.691,59.426
CUB,66,50.688,58.343
CUB,67,49.216,57.508
CUB,68,48.32,56.271
CUB,69,48.131,56.306
CUB,70,46.742,55.274
CUB,71,43.506,51.996
CUB,72,41.013,49.222
CUB,73,39.278,46.758
CUB,74,37.724,45.222
CUB,75,36.559,44.641
CUB,76,34.015,42.488
CUB,77,30.97,39.83
CUB,78,28.724,37.287
CUB,79,26.989,34.819
CUB,80,25.412,32.712
CUB,81,22.575,29.52
CUB,82,20.303,26.944
CUB,83,18.373,24.797
CUB,84,15.751,21.823
CUB,85,13.502,19.206
CUB,86,11.674,16.861
CUB,87,9.965,14.491
CUB,88,8.14,12.245
CUB,89,6.925,10.702
CUB,90,5.996,9.336
CUB,91,4.805,7.662
CUB,92,3.95,6.446
CUB,93,3.266,5.429
CUB,94,2.524,4.298
CUB,95,1.915,3.413
CUB,96,1.486,2.744
CUB,97,1.117,2.095
CUB,98,0.772,1.456
CUB,99,0.517,0.985
CUB,100,0.881,1.768
CUW,0,0.707,0.678
CUW,1,0.704,0.675
CUW,2,0.708,0.679
CUW,3,0.739,0.707
CUW,4,0.844,0.811
CUW,5,0.902,0.871
CUW,6,0.941,0.908
CUW,7,1.044,1.008
CUW,8,1.111,1.07
CUW,9,1.15,1.107
CUW,10,1.187,1.141
CUW,11,1.165,1.12
CUW,12,1.108,1.068
CUW,13,1.058,1.026
CUW,14,1.028,1.002
CUW,15,1.036,1.01
CUW,16,1.05,1.02
CUW,17,1.071,1.034
CUW,18,1.108,1.056
CUW,19,1.163,1.085
CUW,20,1.228,1.122
CUW,21,1.307,1.163
CUW,22,1.393,1.204
CUW,23,1.48,1.25
CUW,24,1.568,1.301
CUW,25,1.651,1.361
CUW,26,1.726,1.426
CUW,27,1.786,1.491
CUW,28,1.819,1.531
CUW,29,1.813,1.535
CUW,30,1.763,1.502
CUW,31,1.677,1.435
CUW,32,1.567,1.345
CUW,33,1.453,1.255
CUW,34,1.361,1.188
CUW,35,1.294,1.151
CUW,36,1.249,1.139
CUW,37,1.224,1.147
CUW,38,1.204,1.165
CUW,39,1.18,1.179
CUW,40,1.145,1.181
CUW,41,1.104,1.174
CUW,42,1.062,1.161
CUW,43,1.025,1.154
CUW,44,1.002,1.159
CUW,45,1.002,1.178
CUW,46,1.015,1.205
CUW,47,1.042,1.242
CUW,48,1.075,1.278
CUW,49,1.096,1.305
CUW,50,1.105,1.327
CUW,51,1.102,1.343
CUW,52,1.097,1.353
CUW,53,1.098,1.363
CUW,54,1.101,1.377
CUW,55,1.111,1.404
CUW,56,1.127,1.438
CUW,57,1.151,1.478
CUW,58,1.169,1.51
CUW,59,1.172,1.522
CUW,60,1.159,1.52
CUW,61,1.131,1.504
CUW,62,1.089,1.476
CUW,63,1.043,1.438
CUW,64,0.999,1.395
CUW,65,0.956,1.351
CUW,66,0.91,1.305
CUW,67,0.861,1.251
CUW,68,0.816,1.197
CUW,69,0.776,1.145
CUW,70,0.739,1.099
CUW,71,0.707,1.054
CUW,72,0.676,1.006
CUW,73,0.64,0.958
CUW,74,0.602,0.904
CUW,75,0.548,0.85
CUW,76,0.488,0.793
CUW,77,0.435,0.736
CUW,78,0.382,0.682
CUW,79,0.333,0.626
CUW,80,0.29,0.566
CUW,81,0.251,0.508
CUW,82,0.212,0.45
CUW,83,0.176,0.391
CUW,84,0.144,0.339
CUW,85,0.117,0.293
CUW,86,0.094,0.254
CUW,87,0.075,0.219
CUW,88,0.057,0.185
CUW,89,0.043,0.153
CUW,90,0.03,0.121
CUW,91,0.021,0.094
CUW,92,0.014,0.072
CUW,93,0.009,0.055
CUW,94,0.006,0.041
CUW,95,0.003,0.029
CUW,96,0.002,0.021
CUW,97,0.001,0.015
CUW,98,0.001,0.01
CUW,99,0,0.006
CUW,100,0,0.008
CYM,0,0.449,0.434
CYM,1,0.46,0.445
CYM,2,0.433,0.421
CYM,3,0.396,0.39
CYM,4,0.388,0.385
CYM,5,0.38,0.379
CYM,6,0.375,0.376
CYM,7,0.371,0.374
CYM,8,0.372,0.375
CYM,9,0.377,0.376
CYM,10,0.387,0.379
CYM,11,0.398,0.384
CYM,12,0.408,0.389
CYM,13,0.414,0.392
CYM,14,0.414,0.389
CYM,15,0.405,0.384
CYM,16,0.384,0.376
CYM,17,0.366,0.366
CYM,18,0.353,0.363
CYM,19,0.344,0.358
CYM,20,0.342,0.351
CYM,21,0.353,0.356
CYM,22,0.373,0.365
CYM,23,0.394,0.376
CYM,24,0.419,0.395
CYM,25,0.45,0.428
CYM,26,0.485,0.474
CYM,27,0.521,0.516
CYM,28,0.554,0.56
CYM,29,0.589,0.597
CYM,30,0.617,0.628
CYM,31,0.643,0.646
CYM,32,0.67,0.66
CYM,33,0.689,0.669
CYM,34,0.699,0.671
CYM,35,0.706,0.68
CYM,36,0.712,0.69
CYM,37,0.716,0.696
CYM,38,0.718,0.699
CYM,39,0.718,0.696
CYM,40,0.717,0.696
CYM,41,0.715,0.695
CYM,42,0.709,0.689
CYM,43,0.698,0.682
CYM,44,0.691,0.674
CYM,45,0.688,0.66
CYM,46,0.691,0.646
CYM,47,0.69,0.639
CYM,48,0.68,0.627
CYM,49,0.665,0.622
CYM,50,0.652,0.622
CYM,51,0.641,0.618
CYM,52,0.628,0.61
CYM,53,0.603,0.599
CYM,54,0.58,0.586
CYM,55,0.567,0.567
CYM,56,0.551,0.537
CYM,57,0.531,0.507
CYM,58,0.51,0.484
CYM,59,0.483,0.461
CYM,60,0.455,0.433
CYM,61,0.417,0.408
CYM,62,0.373,0.385
CYM,63,0.335,0.354
CYM,64,0.301,0.329
CYM,65,0.273,0.313
CYM,66,0.249,0.293
CYM,67,0.228,0.27
CYM,68,0.215,0.249
CYM,69,0.2,0.234
CYM,70,0.176,0.209
CYM,71,0.162,0.184
CYM,72,0.153,0.166
CYM,73,0.145,0.153
CYM,74,0.133,0.137
CYM,75,0.119,0.124
CYM,76,0.106,0.116
CYM,77,0.1,0.104
CYM,78,0.094,0.096
CYM,79,0.082,0.085
CYM,80,0.069,0.073
CYM,81,0.058,0.067
CYM,82,0.052,0.06
CYM,83,0.045,0.054
CYM,84,0.039,0.053
CYM,85,0.034,0.046
CYM,86,0.031,0.044
CYM,87,0.025,0.042
CYM,88,0.021,0.036
CYM,89,0.02,0.032
CYM,90,0.018,0.029
CYM,91,0.014,0.023
CYM,92,0.01,0.019
CYM,93,0.007,0.016
CYM,94,0.005,0.012
CYM,95,0.003,0.008
CYM,96,0.002,0.006
CYM,97,0.001,0.005
CYM,98,0.001,0.003
CYM,99,0,0.002
CYM,100,0,0.002
CYP,0,7.587,7.128
CYP,1,7.716,7.253
CYP,2,7.721,7.261
CYP,3,7.611,7.16
CYP,4,7.529,7.088
CYP,5,7.524,7.085
CYP,6,7.617,7.175
CYP,7,7.577,7.14
CYP,8,7.393,6.968
CYP,9,7.255,6.84
CYP,10,7.319,6.902
CYP,11,7.335,6.92
CYP,12,7.155,6.734
CYP,13,7.014,6.583
CYP,14,6.875,6.456
CYP,15,6.79,6.383
CYP,16,6.761,6.364
CYP,17,6.782,6.399
CYP,18,6.855,6.486
CYP,19,6.973,6.625
CYP,20,7.134,6.811
CYP,21,7.345,7.042
CYP,22,7.609,7.324
CYP,23,7.926,7.654
CYP,24,8.293,8.013
CYP,25,8.701,8.395
CYP,26,9.146,8.797
CYP,27,9.643,9.215
CYP,28,10.222,9.643
CYP,29,10.89,10.085
CYP,30,11.644,10.537
CYP,31,12.46,10.992
CYP,32,13.232,11.406
CYP,33,13.819,11.738
CYP,34,14.177,11.967
CYP,35,14.304,12.103
CYP,36,14.21,12.151
CYP,37,13.961,12.119
CYP,38,13.631,12.033
CYP,39,13.248,11.895
CYP,40,12.82,11.71
CYP,41,12.35,11.482
CYP,42,11.85,11.225
CYP,43,11.339,10.945
CYP,44,10.822,10.653
CYP,45,10.302,10.351
CYP,46,9.787,10.038
CYP,47,9.307,9.74
CYP,48,8.915,9.481
CYP,49,8.636,9.274
CYP,50,8.469,9.118
CYP,51,8.4,9.009
CYP,52,8.374,8.921
CYP,53,8.322,8.816
CYP,54,8.219,8.68
CYP,55,8.063,8.518
CYP,56,7.861,8.331
CYP,57,7.645,8.132
CYP,58,7.462,7.94
CYP,59,7.33,7.763
CYP,60,7.248,7.608
CYP,61,7.212,7.465
CYP,62,7.173,7.316
CYP,63,7.081,7.141
CYP,64,6.914,6.923
