iso3,age,male,female
BRB,71,1.131,1.438
BRB,72,1.055,1.358
BRB,73,1.02,1.325
BRB,74,0.953,1.246
BRB,75,0.884,1.15
BRB,76,0.808,1.046
BRB,77,0.717,0.941
BRB,78,0.635,0.9
BRB,79,0.559,0.849
BRB,80,0.482,0.736
BRB,81,0.404,0.632
BRB,82,0.359,0.573
BRB,83,0.327,0.515
BRB,84,0.274,0.457
BRB,85,0.238,0.433
BRB,86,0.206,0.397
BRB,87,0.157,0.34
BRB,88,0.115,0.276
BRB,89,0.09,0.218
BRB,90,0.075,0.183
BRB,91,0.055,0.142
BRB,92,0.038,0.107
BRB,93,0.028,0.084
BRB,94,0.019,0.062
BRB,95,0.012,0.043
BRB,96,0.007,0.029
BRB,97,0.005,0.019
BRB,98,0.003,0.012
BRB,99,0.002,0.007
BRB,100,0.001,0.008
BRN,0,3.228,2.999
BRN,1,3.253,3.022
BRN,2,3.264,3.027
BRN,3,3.271,3.027
BRN,4,3.293,3.046
BRN,5,3.337,3.087
BRN,6,3.397,3.144
BRN,7,3.454,3.201
BRN,8,3.486,3.232
BRN,9,3.481,3.228
BRN,10,3.47,3.18
BRN,11,3.416,3.131
BRN,12,3.279,3.057
BRN,13,3.23,2.994
BRN,14,3.271,2.986
BRN,15,3.212,2.946
BRN,16,3.207,2.978
BRN,17,3.365,3.103
BRN,18,3.507,3.232
BRN,19,3.568,3.333
BRN,20,3.632,3.381
BRN,21,3.732,3.406
BRN,22,3.868,3.44
BRN,23,4.036,3.479
BRN,24,4.184,3.494
BRN,25,4.324,3.514
BRN,26,4.488,3.585
BRN,27,4.611,3.659
BRN,28,4.654,3.678
BRN,29,4.668,3.679
BRN,30,4.679,3.682
BRN,31,4.675,3.664
BRN,32,4.67,3.649
BRN,33,4.691,3.64
BRN,34,4.729,3.606
BRN,35,4.734,3.572
BRN,36,4.681,3.566
BRN,37,4.603,3.544
BRN,38,4.495,3.483
BRN,39,4.369,3.405
BRN,40,4.306,3.357
BRN,41,4.284,3.349
BRN,42,4.224,3.351
BRN,43,4.128,3.333
BRN,44,3.988,3.272
BRN,45,3.813,3.19
BRN,46,3.662,3.13
BRN,47,3.545,3.088
BRN,48,3.425,3.05
BRN,49,3.32,3.001
BRN,50,3.239,2.943
BRN,51,3.151,2.878
BRN,52,3.037,2.79
BRN,53,2.889,2.682
BRN,54,2.724,2.574
BRN,55,2.572,2.45
BRN,56,2.429,2.309
BRN,57,2.306,2.191
BRN,58,2.209,2.083
BRN,59,2.088,1.976
BRN,60,1.97,1.918
BRN,61,1.897,1.904
BRN,62,1.82,1.858
BRN,63,1.722,1.77
BRN,64,1.615,1.669
BRN,65,1.478,1.554
BRN,66,1.346,1.453
BRN,67,1.252,1.365
BRN,68,1.157,1.27
BRN,69,1.061,1.181
BRN,70,0.981,1.091
BRN,71,0.901,0.988
BRN,72,0.802,0.885
BRN,73,0.699,0.795
BRN,74,0.606,0.708
BRN,75,0.525,0.632
BRN,76,0.453,0.544
BRN,77,0.383,0.441
BRN,78,0.328,0.366
BRN,79,0.304,0.336
BRN,80,0.294,0.333
BRN,81,0.271,0.33
BRN,82,0.235,0.308
BRN,83,0.196,0.267
BRN,84,0.158,0.221
BRN,85,0.124,0.178
BRN,86,0.1,0.145
BRN,87,0.084,0.12
BRN,88,0.069,0.096
BRN,89,0.054,0.072
BRN,90,0.045,0.056
BRN,91,0.036,0.043
BRN,92,0.026,0.031
BRN,93,0.018,0.022
BRN,94,0.013,0.015
BRN,95,0.008,0.01
BRN,96,0.005,0.006
BRN,97,0.004,0.004
BRN,98,0.003,0.003
BRN,99,0.002,0.002
BRN,100,0.002,0.002
BTN,0,5.011,4.798
BTN,1,5.005,4.795
BTN,2,4.99,4.782
BTN,3,4.859,4.657
BTN,4,4.817,4.617
BTN,5,5.029,4.821
BTN,6,5.566,5.13
BTN,7,5.933,5.34
BTN,8,6.085,5.566
BTN,9,6.435,5.904
BTN,10,6.689,6.109
BTN,11,6.805,6.171
BTN,12,6.822,6.16
BTN,13,6.798,6.144
BTN,14,6.777,6.157
BTN,15,6.829,6.25
BTN,16,6.986,6.449
BTN,17,7.202,6.699
BTN,18,7.383,6.912
BTN,19,7.484,7.038
BTN,20,7.517,7.069
BTN,21,7.517,7.036
BTN,22,7.532,6.974
BTN,23,7.582,6.884
BTN,24,7.671,6.771
BTN,25,7.822,6.684
BTN,26,8.079,6.681
BTN,27,8.422,6.776
BTN,28,8.774,6.913
BTN,29,9.085,7.046
BTN,30,9.299,7.181
BTN,31,9.385,7.3
BTN,32,9.356,7.364
BTN,33,9.198,7.339
BTN,34,8.962,7.198
BTN,35,8.665,6.934
BTN,36,8.315,6.616
BTN,37,7.946,6.322
BTN,38,7.535,6.037
BTN,39,7.179,5.777
BTN,40,6.93,5.587
BTN,41,6.728,5.442
BTN,42,6.573,5.322
BTN,43,6.358,5.187
BTN,44,6.057,4.981
BTN,45,5.73,4.692
BTN,46,5.375,4.356
BTN,47,5.026,4.048
BTN,48,4.686,3.782
BTN,49,4.415,3.583
BTN,50,4.242,3.462
BTN,51,4.093,3.369
BTN,52,3.982,3.304
BTN,53,3.868,3.255
BTN,54,3.736,3.2
BTN,55,3.615,3.123
BTN,56,3.461,2.994
BTN,57,3.267,2.832
BTN,58,3.052,2.662
BTN,59,2.857,2.526
BTN,60,2.707,2.439
BTN,61,2.578,2.364
BTN,62,2.466,2.284
BTN,63,2.362,2.2
BTN,64,2.271,2.135
BTN,65,2.195,2.096
BTN,66,2.111,2.05
BTN,67,2.008,1.971
BTN,68,1.874,1.848
BTN,69,1.727,1.7
BTN,70,1.599,1.563
BTN,71,1.478,1.435
BTN,72,1.355,1.316
BTN,73,1.232,1.204
BTN,74,1.118,1.105
BTN,75,1.02,1.022
BTN,76,0.934,0.95
BTN,77,0.86,0.89
BTN,78,0.785,0.827
BTN,79,0.711,0.76
BTN,80,0.637,0.689
BTN,81,0.56,0.609
BTN,82,0.483,0.528
BTN,83,0.414,0.456
BTN,84,0.357,0.395
BTN,85,0.307,0.344
BTN,86,0.255,0.294
BTN,87,0.209,0.247
BTN,88,0.168,0.205
BTN,89,0.135,0.168
BTN,90,0.108,0.137
BTN,91,0.082,0.108
BTN,92,0.06,0.081
BTN,93,0.043,0.058
BTN,94,0.03,0.041
BTN,95,0.021,0.028
BTN,96,0.014,0.02
BTN,97,0.009,0.014
BTN,98,0.006,0.01
BTN,99,0.004,0.006
BTN,100,0.004,0.008
BWA,0,30.327,29.53
BWA,1,31.261,30.644
BWA,2,30.479,30.108
BWA,3,28.308,28.029
BWA,4,27.62,27.354
BWA,5,27.221,26.93
BWA,6,26.909,26.581
BWA,7,26.422,26.081
BWA,8,25.781,25.457
BWA,9,25.2,24.869
BWA,10,24.975,24.617
BWA,11,24.913,24.543
BWA,12,24.77,24.421
BWA,13,24.569,24.274
BWA,14,24.355,24.109
BWA,15,24.375,24.134
BWA,16,24.713,24.436
BWA,17,25.088,24.781
BWA,18,25.18,24.92
BWA,19,24.932,24.82
BWA,20,24.854,24.825
BWA,21,24.912,24.853
BWA,22,24.746,24.651
BWA,23,24.483,24.531
BWA,24,24.447,24.549
BWA,25,24.287,24.215
BWA,26,24.63,24.567
BWA,27,25.295,25.311
BWA,28,25.422,25.373
BWA,29,25.426,25.296
BWA,30,25.185,24.956
BWA,31,24.355,24.008
BWA,32,22.57,22.166
BWA,33,21.131,20.672
BWA,34,19.395,18.918
BWA,35,18.366,17.804
BWA,36,18.878,18.267
BWA,37,18.119,17.564
BWA,38,16.305,15.734
BWA,39,14.92,14.332
BWA,40,14.398,13.874
BWA,41,13.564,13.123
BWA,42,12.894,12.594
BWA,43,12.803,12.738
BWA,44,12.134,12.199
BWA,45,10.896,10.984
BWA,46,10.523,10.658
BWA,47,10.263,10.499
BWA,48,9.777,10.11
BWA,49,9.751,10.154
BWA,50,9.591,10.05
BWA,51,8.884,9.342
BWA,52,8.201,8.697
BWA,53,8.287,8.882
BWA,54,8.128,8.754
BWA,55,7.609,8.197
BWA,56,7.098,7.656
BWA,57,6.755,7.332
BWA,58,6.381,6.864
BWA,59,6.13,6.51
BWA,60,5.969,6.348
BWA,61,5.05,5.319
BWA,62,4.442,4.631
BWA,63,4.482,4.747
BWA,64,4.425,4.742
BWA,65,4.428,4.727
BWA,66,4.031,4.141
BWA,67,3.603,3.593
BWA,68,3.447,3.547
BWA,69,3.275,3.51
BWA,70,3.08,3.461
BWA,71,2.863,3.384
BWA,72,2.627,3.263
BWA,73,2.361,3.061
BWA,74,1.994,2.687
BWA,75,1.661,2.325
BWA,76,1.444,2.102
BWA,77,1.286,1.925
BWA,78,1.155,1.755
BWA,79,1.019,1.573
BWA,80,0.894,1.414
BWA,81,0.778,1.277
BWA,82,0.671,1.151
BWA,83,0.574,1.03
BWA,84,0.486,0.916
BWA,85,0.406,0.805
BWA,86,0.331,0.694
BWA,87,0.263,0.585
BWA,88,0.205,0.486
BWA,89,0.156,0.397
BWA,90,0.117,0.318
BWA,91,0.084,0.247
BWA,92,0.06,0.188
BWA,93,0.041,0.14
BWA,94,0.027,0.102
BWA,95,0.019,0.074
BWA,96,0.012,0.053
BWA,97,0.008,0.039
BWA,98,0.005,0.028
BWA,99,0.003,0.019
BWA,100,0.004,0.033
CAF,0,108.094,106.223
CAF,1,96.932,95.918
CAF,2,93.029,91.791
CAF,3,89.26,87.861
CAF,4,86.66,85.139
CAF,5,85.122,83.461
CAF,6,83.477,81.738
CAF,7,82.148,80.349
CAF,8,81.742,80.037
CAF,9,82.013,80.418
CAF,10,82.209,80.655
CAF,11,82.189,80.713
CAF,12,80.918,79.607
CAF,13,74.668,74.047
CAF,14,68.466,68.379
CAF,15,66.651,66.605
CAF,16,65.746,65.94
CAF,17,64.398,65.13
CAF,18,61.718,63.289
CAF,19,58.828,61.404
CAF,20,55.502,59.154
CAF,21,52.018,56.736
CAF,22,49.474,55.036
CAF,23,46.699,52.806
CAF,24,42.956,49.365
CAF,25,39.611,46.039
CAF,26,36.969,43.29
CAF,27,34.344,40.566
CAF,28,31.723,37.896
CAF,29,29.064,35.257
CAF,30,26.375,32.606
CAF,31,24.214,30.47
CAF,32,22.488,28.828
CAF,33,20.852,27.356
CAF,34,19.424,26.125
CAF,35,18.038,24.822
CAF,36,16.421,23.003
CAF,37,15.052,21.22
CAF,38,14.165,19.907
CAF,39,13.44,18.77
CAF,40,12.794,17.758
CAF,41,12.251,16.898
CAF,42,11.714,16.06
CAF,43,11.166,15.19
CAF,44,10.604,14.305
CAF,45,10.02,13.483
CAF,46,9.444,12.755
CAF,47,8.914,12.184
CAF,48,8.847,12.217
CAF,49,9.097,12.649
CAF,50,9.152,12.953
CAF,51,9.05,13.092
CAF,52,8.906,13.143
CAF,53,8.746,13.139
CAF,54,8.522,12.979
CAF,55,8.203,12.645
CAF,56,7.838,12.201
CAF,57,7.524,11.795
CAF,58,7.272,11.447
CAF,59,7.026,11.029
CAF,60,6.767,10.534
CAF,61,6.506,9.976
CAF,62,6.261,9.412
CAF,63,6.033,8.885
CAF,64,5.75,8.275
CAF,65,5.42,7.627
CAF,66,5.061,6.97
CAF,67,4.688,6.337
CAF,68,4.329,5.776
CAF,69,3.954,5.213
CAF,70,3.566,4.652
CAF,71,3.183,4.107
CAF,72,2.825,3.617
CAF,73,2.409,3.046
CAF,74,1.907,2.381
CAF,75,1.574,1.975
CAF,76,1.397,1.772
CAF,77,1.212,1.565
CAF,78,1.04,1.373
CAF,79,0.868,1.171
CAF,80,0.703,0.974
CAF,81,0.555,0.794
CAF,82,0.428,0.635
CAF,83,0.326,0.506
CAF,84,0.241,0.392
CAF,85,0.17,0.295
CAF,86,0.117,0.218
CAF,87,0.075,0.156
CAF,88,0.046,0.111
CAF,89,0.024,0.075
CAF,90,0.01,0.048
CAF,91,0.003,0.028
CAF,92,0.001,0.014
CAF,93,0.001,0.005
CAF,94,0.001,0.002
CAF,95,0,0.001
CAF,96,0,0.001
CAF,97,0,0
CAF,98,0,0
CAF,99,0,0
CAF,100,0,0
CAN,0,185.399,176.142
CAN,1,190.647,181.3
CAN,2,194.123,184.57
CAN,3,194.887,185.549
CAN,4,197.936,188.657
CAN,5,201.416,191.563
CAN,6,205.118,194.927
CAN,7,208.242,198.194
CAN,8,210.302,200.539
CAN,9,211.782,202.179
CAN,10,213.158,203.615
CAN,11,213.779,204.577
CAN,12,214.688,205.919
CAN,13,216.984,208.532
CAN,14,218.906,210.919
CAN,15,218.634,211.463
CAN,16,216.315,209.787
CAN,17,214.431,208.01
CAN,18,215.752,209.361
CAN,19,219.476,213.076
CAN,20,225.338,218.169
CAN,21,238.254,228.694
CAN,22,256.59,242.985
CAN,23,269.692,252.178
CAN,24,274.344,254.481
CAN,25,277.321,255.488
CAN,26,281.803,258.949
CAN,27,286.205,264.075
CAN,28,288.45,267.372
CAN,29,288.091,268.835
CAN,30,287.969,271.63
CAN,31,289.403,275.765
CAN,32,291.517,279.522
CAN,33,290.516,279.822
CAN,34,284.3,275.517
CAN,35,278.087,271.507
CAN,36,277.174,271.51
CAN,37,278.817,273.255
CAN,38,278.048,273.54
CAN,39,275.058,272.418
CAN,40,271.168,270.637
CAN,41,267.358,268.474
CAN,42,264.06,266.183
CAN,43,259,262.426
CAN,44,252.187,256.861
CAN,45,246.945,252.005
CAN,46,244.25,249.535
CAN,47,242.655,247.963
CAN,48,240.127,245.533
CAN,49,236.85,242.292
CAN,50,236.082,240.706
CAN,51,239.613,243.436
CAN,52,244.334,247.803
CAN,53,244.972,248.574
CAN,54,242.094,246.214
CAN,55,240.293,244.651
CAN,56,243.796,247.844
CAN,57,254.329,258.057
CAN,58,266.461,270.548
CAN,59,273.373,278.101
CAN,60,272.937,278.377
CAN,61,268.352,274.959
CAN,62,263.731,271.906
CAN,63,258.12,267.807
CAN,64,251.779,262.247
CAN,65,245.917,256.997
CAN,66,238.715,251.035
CAN,67,231.042,244.672
CAN,68,223.024,238.226
CAN,69,212.363,229.084
CAN,70,200.532,217.68
CAN,71,190.369,207.391
CAN,72,182.221,199.353
CAN,73,174.771,192.636
CAN,74,168.181,187.153
CAN,75,163.262,183.065
CAN,76,153.104,172.951
CAN,77,135.406,154.312
CAN,78,120.812,138.954
CAN,79,111.685,129.951
CAN,80,102.167,120.951
CAN,81,91.418,111.166
CAN,82,81.296,101.859
CAN,83,72.498,93.046
CAN,84,64.84,85.109
CAN,85,57.672,77.798
CAN,86,51.029,71.159
CAN,87,45.08,65.365
CAN,88,39.039,59.209
CAN,89,33.359,53.142
CAN,90,28.418,47.746
CAN,91,23.695,42.173
CAN,92,19.178,36.321
CAN,93,14.862,30.29
CAN,94,11.095,24.58
CAN,95,8.132,19.619
CAN,96,5.798,15.364
CAN,97,4.004,11.773
CAN,98,2.676,8.709
CAN,99,1.724,6.144
CAN,100,2.381,10.82
CHE,0,42.66,40.588
CHE,1,44.1,41.952
CHE,2,45.288,42.841
CHE,3,44.95,42.584
CHE,4,45.642,43.425
CHE,5,46.191,43.837
CHE,6,46.481,44.276
CHE,7,46.809,44.353
CHE,8,46.73,44.003
CHE,9,46.121,43.572
CHE,10,45.94,43.243
CHE,11,45.907,43.221
CHE,12,45.714,43.587
CHE,13,45.674,43.562
CHE,14,45.456,42.851
CHE,15,44.847,42.352
CHE,16,44.18,41.787
CHE,17,44.005,41.444
CHE,18,43.879,41.498
CHE,19,43.816,41.475
CHE,20,44.523,41.756
CHE,21,45.378,42.353
CHE,22,47.184,43.905
CHE,23,49.099,45.628
CHE,24,50.081,46.791
CHE,25,51.721,48.514
CHE,26,53.492,50.586
CHE,27,54.658,52.3
CHE,28,55.958,53.814
CHE,29,57.965,55.879
CHE,30,60.419,58.563
CHE,31,62.6,60.704
CHE,32,63.943,62.008
CHE,33,64.353,62.776
CHE,34,64.702,63.355
CHE,35,64.688,63.148
CHE,36,64.287,62.84
CHE,37,64.333,63.204
CHE,38,64.34,63.036
CHE,39,64.109,62.623
CHE,40,64.166,62.927
CHE,41,64.288,63.179
CHE,42,63.977,62.718
CHE,43,62.835,61.861
CHE,44,61.349,60.578
CHE,45,60.798,59.926
CHE,46,60.124,59.705
CHE,47,59.496,59.331
CHE,48,60.071,59.408
CHE,49,60.612,59.971
CHE,50,61.398,60.772
CHE,51,62.894,62.34
CHE,52,63.827,63.531
CHE,53,64.816,64.564
CHE,54,65.949,65.831
CHE,55,66.68,66.272
CHE,56,67.449,66.593
CHE,57,68.074,66.685
CHE,58,68.308,66.837
CHE,59,67.038,66.026
CHE,60,64.212,63.365
CHE,61,61.005,60.694
CHE,62,58.074,58.495
CHE,63,55.703,56.471
CHE,64,53.217,54.027
CHE,65,50.907,51.759
CHE,66,48.663,49.855
CHE,67,45.943,47.901
CHE,68,43.346,46.425
CHE,69,41.313,45.077
CHE,70,39.959,44.063
CHE,71,38.667,42.842
CHE,72,38.029,42.246
CHE,73,37.566,42.208
CHE,74,36.699,41.893
CHE,75,36.005,41.419
CHE,76,35.09,40.508
CHE,77,33.625,38.91
CHE,78,31.73,37.257
CHE,79,29.705,35.953
CHE,80,27.482,33.836
CHE,81,24.875,31.366
CHE,82,21.607,28.678
CHE,83,19.099,26.372
CHE,84,17.419,24.628
CHE,85,15.575,22.698
CHE,86,13.763,20.978
CHE,87,12.166,19.41
CHE,88,10.54,17.544
CHE,89,8.695,15.46
CHE,90,7.089,13.426
CHE,91,5.72,11.474
CHE,92,4.474,9.668
CHE,93,3.396,7.896
CHE,94,2.491,6.162
CHE,95,1.772,4.64
CHE,96,1.212,3.46
CHE,97,0.803,2.531
CHE,98,0.512,1.74
CHE,99,0.317,1.131
CHE,100,0.385,1.586
CHL,0,93.347,89.618
CHL,1,93.744,90.032
CHL,2,95.527,91.824
CHL,3,104.572,100.642
CHL,4,112.307,108.201
CHL,5,115.634,111.562
CHL,6,118.952,114.926
CHL,7,123.698,119.445
CHL,8,125.693,121.114
CHL,9,126.243,121.55
CHL,10,125.945,121.299
CHL,11,126.195,121.391
CHL,12,126.668,121.826
CHL,13,126.649,121.925
CHL,14,125.9,121.127
CHL,15,124.144,119.323
CHL,16,121.85,117.063
CHL,17,121.561,116.698
CHL,18,123.094,118.353
CHL,19,125.365,121.034
CHL,20,129.013,125.018
CHL,21,133.933,130.227
CHL,22,138.686,135.132
CHL,23,142.066,138.573
CHL,24,146.338,142.913
CHL,25,151.202,147.582
CHL,26,155.908,152.055
CHL,27,160.357,156.657
CHL,28,162.528,159.094
CHL,29,163.933,160.443
CHL,30,165.652,161.984
CHL,31,167.757,163.919
CHL,32,168.808,164.641
CHL,33,167.256,163.076
CHL,34,164.653,160.791
CHL,35,161.613,157.983
CHL,36,158.226,154.957
CHL,37,154.603,151.839
CHL,38,151.19,148.642
CHL,39,148.035,145.512
CHL,40,145.121,142.642
CHL,41,142.611,140.26
CHL,42,140.482,138.299
CHL,43,138.533,136.507
CHL,44,136.865,135.073
CHL,45,135.393,133.866
CHL,46,133.819,132.569
CHL,47,132.295,131.363
CHL,48,130.934,130.387
CHL,49,129.903,129.667
CHL,50,128.94,129.038
CHL,51,127.726,128.31
CHL,52,126.519,127.546
CHL,53,125.153,126.633
CHL,54,123.451,125.474
CHL,55,121.566,124.136
CHL,56,119.412,122.541
CHL,57,116.97,120.725
CHL,58,114.318,118.754
CHL,59,111.624,116.593
CHL,60,108.817,114.121
CHL,61,105.718,111.461
CHL,62,102.609,108.737
CHL,63,99.579,105.884
CHL,64,96.32,102.792
CHL,65,92.799,99.482
CHL,66,89.24,96.201
CHL,67,85.394,92.586
CHL,68,81.356,88.688
CHL,69,77.601,85.073
CHL,70,73.898,81.521
CHL,71,70.204,78.029
CHL,72,66.591,74.713
CHL,73,62.356,70.766
CHL,74,57.769,66.326
CHL,75,52.771,61.526
CHL,76,47.343,56.367
CHL,77,42.388,51.592
CHL,78,38.577,47.389
CHL,79,35.239,43.656
CHL,80,31.755,40.211
CHL,81,28.631,37.038
CHL,82,25.875,34.176
CHL,83,23.419,31.581
CHL,84,21.16,29.158
CHL,85,19.041,26.863
CHL,86,17.046,24.679
CHL,87,15.116,22.535
CHL,88,13.226,20.356
CHL,89,11.38,18.133
CHL,90,9.672,16.002
CHL,91,8.164,14.022
CHL,92,6.819,12.143
CHL,93,5.614,10.351
CHL,94,4.564,8.704
CHL,95,3.595,7.093
CHL,96,2.682,5.5
CHL,97,1.899,4.08
CHL,98,1.296,2.94
CHL,99,0.851,2.054
CHL,100,1.311,3.773
CHN,0,4795.109,4334.356
CHN,1,5189.443,4700.301
CHN,2,5814.619,5250.806
CHN,3,6946.228,6168.45
CHN,4,7900.693,6942.451
CHN,5,8843.982,7794.687
CHN,6,9632.812,8465.551
CHN,7,9459.754,8251.603
CHN,8,9583.437,8322.103
CHN,9,9796.528,8472.953
CHN,10,9928.446,8554.925
CHN,11,9803.778,8421.854
CHN,12,9446.44,8093.546
CHN,13,9493.77,8118.043
CHN,14,9426.544,8048.093
CHN,15,9185.504,7834.025
CHN,16,8938.296,7617.263
CHN,17,8755.998,7460.293
CHN,18,8620.583,7346.975
CHN,19,8486.645,7237.409
CHN,20,8427.987,7195.376
CHN,21,8482.377,7253.861
CHN,22,8742.142,7493.203
CHN,23,8769.105,7535.192
CHN,24,8627.939,7436.346
CHN,25,8784.333,7598.493
CHN,26,9012.977,7829.061
CHN,27,9288.948,8107.416
CHN,28,9532.511,8364.936
CHN,29,9765.389,8622.469
CHN,30,10079.064,8960.714
CHN,31,10610.424,9499.446
CHN,32,12251.91,11050.19
CHN,33,13296.545,12072.823
CHN,34,12826.405,11723.221
CHN,35,12833.376,11807.534
CHN,36,12672.464,11732.688
CHN,37,11794.735,10984.887
CHN,38,10993.26,10294.178
CHN,39,10360.236,9747.284
CHN,40,10644.58,10057.8
CHN,41,10777.54,10218.496
CHN,42,10092.139,9598.467
CHN,43,9716.856,9268.979
CHN,44,9319.524,8915.433
CHN,45,9054.58,8686.969
CHN,46,9364.994,9012.248
CHN,47,9883.318,9542.479
CHN,48,10555.439,10228.388
CHN,49,11410.611,11100.695
CHN,50,11906.419,11628.208
CHN,51,12174.379,11938.879
CHN,52,12590.174,12408.687
CHN,53,12649.038,12532.463
CHN,54,12484.101,12432.555
CHN,55,11612.323,11617.573
CHN,56,10951.756,11003.711
CHN,57,11276.55,11378.158
CHN,58,11251.181,11404.181
CHN,59,11678.061,11900.624
CHN,60,10879.367,11153.892
CHN,61,7589.004,7838.952
CHN,62,5749.396,5996.255
CHN,63,5883.048,6186.967
CHN,64,6522.099,6913.301
CHN,65,7588.842,8127.947
CHN,66,7580.697,8226.088
CHN,67,7245.574,7978.194
CHN,68,7189.743,8037.641
CHN,69,6728.128,7649.382
CHN,70,6490.831,7506.327
CHN,71,5996.717,7044.641
CHN,72,5364.144,6400.221
CHN,73,4835.903,5804.828
CHN,74,4213.003,5031.916
CHN,75,3803.046,4505.112
CHN,76,3404.604,4062.38
CHN,77,2993.218,3676.684
CHN,78,2634.924,3298.017
CHN,79,2343.177,2981.539
CHN,80,2101.614,2748.189
CHN,81,1920.145,2584.619
CHN,82,1717.352,2377.599
CHN,83,1466.722,2096.566
CHN,84,1271.954,1872.437
CHN,85,1114.542,1702.222
CHN,86,939.098,1518.907
CHN,87,774.662,1344.497
CHN,88,625.14,1155.545
CHN,89,496.499,967.691
CHN,90,373.347,778.454
CHN,91,265.384,597.984
CHN,92,190.589,466.346
CHN,93,131.695,354.661
CHN,94,86.547,257.327
CHN,95,54.312,180.035
CHN,96,31.159,118.925
CHN,97,17.294,79.181
CHN,98,9.033,52.051
CHN,99,4.059,31.187
CHN,100,2.384,36.937
CIV,0,480.871,471.729
CIV,1,467.942,460.9
CIV,2,460.543,454.272
CIV,3,454.411,448.813
CIV,4,449.718,444.641
CIV,5,450.007,445.248
CIV,6,451.981,447.521
CIV,7,450.156,446.014
CIV,8,447.134,443.298
CIV,9,428.426,419.938
CIV,10,405.3,388.103
CIV,11,399.12,377.942
CIV,12,395.913,375.873
CIV,13,388.659,369.727
CIV,14,379.579,360.289
CIV,15,367.284,348.671
CIV,16,351.044,334.126
CIV,17,331.671,315.677
CIV,18,314.608,297.223
CIV,19,306.25,284.988
CIV,20,299.603,274.648
CIV,21,289.428,262.813
CIV,22,280.337,253.809
CIV,23,273.454,247.814
CIV,24,262.188,239.722
CIV,25,244.032,229.398
CIV,26,229.739,224.096
CIV,27,224.011,224.406
CIV,28,221.327,225.329
CIV,29,218.846,225.495
CIV,30,216.196,225.623
CIV,31,214.137,225.711
CIV,32,212.482,224.792
CIV,33,210.49,222.655
CIV,34,208.276,219.555
CIV,35,205.845,215.816
CIV,36,202.842,211.275
CIV,37,199.325,205.709
CIV,38,195.322,198.909
CIV,39,190.804,190.836
CIV,40,185.648,181.85
CIV,41,179.602,172.294
CIV,42,173.022,162.455
CIV,43,166.667,153.043
CIV,44,160.233,143.862
CIV,45,153.38,134.737
CIV,46,146.435,126.352
CIV,47,139.081,118.323
CIV,48,131.028,110.248
CIV,49,122.69,102.484
CIV,50,114.781,95.572
CIV,51,107.591,89.822
CIV,52,100.76,84.79
CIV,53,94.249,80.168
CIV,54,88.205,76.017
CIV,55,82.644,72.315
CIV,56,77.641,69.023
CIV,57,73.028,65.941
CIV,58,68.694,62.944
CIV,59,64.294,59.684
CIV,60,59.809,56.062
CIV,61,55.908,52.732
CIV,62,52.492,49.727
CIV,63,49.056,46.575
CIV,64,45.484,43.103
CIV,65,41.99,39.574
CIV,66,38.829,36.401
CIV,67,35.819,33.505
CIV,68,32.758,30.681
CIV,69,29.832,28.056
CIV,70,27.129,25.713
CIV,71,24.562,23.546
CIV,72,22.17,21.543
CIV,73,19.95,19.716
CIV,74,17.77,17.913
CIV,75,15.664,16.175
CIV,76,13.818,14.703
CIV,77,12.216,13.402
CIV,78,10.718,12.098
CIV,79,9.298,10.773
CIV,80,8.015,9.53
CIV,81,6.896,8.428
CIV,82,5.882,7.382
CIV,83,4.941,6.346
CIV,84,4.093,5.364
CIV,85,3.357,4.491
CIV,86,2.739,3.736
CIV,87,2.199,3.063
CIV,88,1.718,2.445
CIV,89,1.323,1.905
CIV,90,1.026,1.485
CIV,91,0.806,1.173
CIV,92,0.631,0.92
CIV,93,0.485,0.702
CIV,94,0.364,0.515
CIV,95,0.269,0.371
CIV,96,0.201,0.271
CIV,97,0.149,0.197
CIV,98,0.106,0.137
CIV,99,0.073,0.091
CIV,100,0.124,0.145
CMR,0,462.891,452.676
CMR,1,449.819,441.168
CMR,2,441.125,433.418
CMR,3,434.762,426.934
CMR,4,428.922,421.386
CMR,5,422.31,415.142
CMR,6,413.231,406.545
CMR,7,400.551,394.459
CMR,8,385.664,380.243
CMR,9,373.798,368.931
CMR,10,365.966,361.632
CMR,11,358.611,354.944
CMR,12,351.42,348.361
CMR,13,343.948,341.42
CMR,14,335.151,333.166
CMR,15,325.442,323.916
CMR,16,315.729,314.478
CMR,17,306.329,305.159
CMR,18,296.283,295.245
CMR,19,285.06,284.261
CMR,20,273.474,272.982
CMR,21,262.652,262.442
CMR,22,253.883,253.965
CMR,23,246.602,247.059
CMR,24,238.754,239.551
CMR,25,230.548,231.553
CMR,26,223.798,224.916
CMR,27,218.898,220.143
CMR,28,214.715,216.112
CMR,29,210.232,211.722
CMR,30,205.429,207.052
CMR,31,200.434,202.296
CMR,32,194.879,196.847
CMR,33,188.881,190.805
CMR,34,183.312,185.119
CMR,35,177.875,179.607
CMR,36,171.78,173.514
CMR,37,164.684,166.435
CMR,38,157.404,159.18
CMR,39,151.207,153.013
CMR,40,146.897,148.781
CMR,41,141.808,143.764
CMR,42,134.317,136.324
CMR,43,127.341,129.413
CMR,44,121.275,123.42
CMR,45,115.558,117.763
CMR,46,110.108,112.348
CMR,47,104.658,106.974
CMR,48,99.662,102.086
