iso3,year,activity,occupation,value,source
HUN,2023,Q,1,39.23,LFS - Labour Force Survey
HUN,2023,Q,2,37.33,LFS - Labour Force Survey
HUN,2023,Q,3,37.98,LFS - Labour Force Survey
HUN,2023,Q,4,36.44,LFS - Labour Force Survey
HUN,2023,Q,5,38.41,LFS - Labour Force Survey
HUN,2023,Q,6,34.7,LFS - Labour Force Survey
HUN,2023,Q,7,35.78,LFS - Labour Force Survey
HUN,2023,Q,8,37.86,LFS - Labour Force Survey
HUN,2023,Q,9,36.44,LFS - Labour Force Survey
HUN,2023,Q,TOTAL,37.69,LFS - Labour Force Survey
HUN,2023,R,1,37.9,LFS - Labour Force Survey
HUN,2023,R,2,36.08,LFS - Labour Force Survey
HUN,2023,R,3,36.82,LFS - Labour Force Survey
HUN,2023,R,4,37.25,LFS - Labour Force Survey
HUN,2023,R,5,38.22,LFS - Labour Force Survey
HUN,2023,R,6,39.19,LFS - Labour Force Survey
HUN,2023,R,7,38.43,LFS - Labour Force Survey
HUN,2023,R,9,35.01,LFS - Labour Force Survey
HUN,2023,R,TOTAL,36.87,LFS - Labour Force Survey
HUN,2023,S,1,38.99,LFS - Labour Force Survey
HUN,2023,S,2,37.1,LFS - Labour Force Survey
HUN,2023,S,3,36.51,LFS - Labour Force Survey
HUN,2023,S,4,33.81,LFS - Labour Force Survey
HUN,2023,S,5,37.18,LFS - Labour Force Survey
HUN,2023,S,6,36.52,LFS - Labour Force Survey
HUN,2023,S,7,36.21,LFS - Labour Force Survey
HUN,2023,S,8,35.25,LFS - Labour Force Survey
HUN,2023,S,9,32.26,LFS - Labour Force Survey
HUN,2023,S,TOTAL,36.64,LFS - Labour Force Survey
HUN,2023,T,5,53.38,LFS - Labour Force Survey
HUN,2023,T,9,24.52,LFS - Labour Force Survey
HUN,2023,T,TOTAL,28.49,LFS - Labour Force Survey
HUN,2023,TOTAL,0,38.79,LFS - Labour Force Survey
HUN,2023,TOTAL,1,38.34,LFS - Labour Force Survey
HUN,2023,TOTAL,2,37.16,LFS - Labour Force Survey
HUN,2023,TOTAL,3,37.64,LFS - Labour Force Survey
HUN,2023,TOTAL,4,36.94,LFS - Labour Force Survey
HUN,2023,TOTAL,5,37.78,LFS - Labour Force Survey
HUN,2023,TOTAL,6,39.14,LFS - Labour Force Survey
HUN,2023,TOTAL,7,38.14,LFS - Labour Force Survey
HUN,2023,TOTAL,8,38.14,LFS - Labour Force Survey
HUN,2023,TOTAL,9,36.25,LFS - Labour Force Survey
HUN,2023,TOTAL,TOTAL,37.6,LFS - Labour Force Survey
HUN,2023,U,TOTAL,24.14,LFS - Labour Force Survey
HUN,2024,A,1,38.22,LFS - Labour Force Survey
HUN,2024,A,2,38.5,LFS - Labour Force Survey
HUN,2024,A,3,38.25,LFS - Labour Force Survey
HUN,2024,A,4,35.98,LFS - Labour Force Survey
HUN,2024,A,5,38.65,LFS - Labour Force Survey
HUN,2024,A,6,39.32,LFS - Labour Force Survey
HUN,2024,A,7,37.59,LFS - Labour Force Survey
HUN,2024,A,8,38.39,LFS - Labour Force Survey
HUN,2024,A,9,36.08,LFS - Labour Force Survey
HUN,2024,A,TOTAL,38.31,LFS - Labour Force Survey
HUN,2024,B,2,35.72,LFS - Labour Force Survey
HUN,2024,B,3,38.86,LFS - Labour Force Survey
HUN,2024,B,4,37.29,LFS - Labour Force Survey
HUN,2024,B,5,43.16,LFS - Labour Force Survey
HUN,2024,B,7,37.1,LFS - Labour Force Survey
HUN,2024,B,8,36.47,LFS - Labour Force Survey
HUN,2024,B,TOTAL,37.28,LFS - Labour Force Survey
HUN,2024,C,1,38.41,LFS - Labour Force Survey
HUN,2024,C,2,37.45,LFS - Labour Force Survey
HUN,2024,C,3,37.8,LFS - Labour Force Survey
HUN,2024,C,4,36.42,LFS - Labour Force Survey
HUN,2024,C,5,37.01,LFS - Labour Force Survey
HUN,2024,C,6,38.34,LFS - Labour Force Survey
HUN,2024,C,7,37.93,LFS - Labour Force Survey
HUN,2024,C,8,37.38,LFS - Labour Force Survey
HUN,2024,C,9,34.2,LFS - Labour Force Survey
HUN,2024,C,TOTAL,37.41,LFS - Labour Force Survey
HUN,2024,D,1,37.31,LFS - Labour Force Survey
HUN,2024,D,2,38.29,LFS - Labour Force Survey
HUN,2024,D,3,37.88,LFS - Labour Force Survey
HUN,2024,D,4,35.08,LFS - Labour Force Survey
HUN,2024,D,5,37.51,LFS - Labour Force Survey
HUN,2024,D,7,37.9,LFS - Labour Force Survey
HUN,2024,D,8,39.43,LFS - Labour Force Survey
HUN,2024,D,TOTAL,37.52,LFS - Labour Force Survey
HUN,2024,E,1,39.18,LFS - Labour Force Survey
HUN,2024,E,2,36.69,LFS - Labour Force Survey
HUN,2024,E,3,38.18,LFS - Labour Force Survey
HUN,2024,E,4,36.56,LFS - Labour Force Survey
HUN,2024,E,5,39.23,LFS - Labour Force Survey
HUN,2024,E,7,38.36,LFS - Labour Force Survey
HUN,2024,E,8,37.86,LFS - Labour Force Survey
HUN,2024,E,9,36.2,LFS - Labour Force Survey
HUN,2024,E,TOTAL,37.53,LFS - Labour Force Survey
HUN,2024,F,1,37.6,LFS - Labour Force Survey
HUN,2024,F,2,37.41,LFS - Labour Force Survey
HUN,2024,F,3,37.98,LFS - Labour Force Survey
HUN,2024,F,4,35.03,LFS - Labour Force Survey
HUN,2024,F,5,37.89,LFS - Labour Force Survey
HUN,2024,F,6,36.67,LFS - Labour Force Survey
HUN,2024,F,7,37.6,LFS - Labour Force Survey
HUN,2024,F,8,38.4,LFS - Labour Force Survey
HUN,2024,F,9,36.78,LFS - Labour Force Survey
HUN,2024,F,TOTAL,37.44,LFS - Labour Force Survey
HUN,2024,G,1,37.78,LFS - Labour Force Survey
HUN,2024,G,2,36.94,LFS - Labour Force Survey
HUN,2024,G,3,36.93,LFS - Labour Force Survey
HUN,2024,G,4,35.46,LFS - Labour Force Survey
HUN,2024,G,5,36.42,LFS - Labour Force Survey
HUN,2024,G,6,36.26,LFS - Labour Force Survey
HUN,2024,G,7,37.01,LFS - Labour Force Survey
HUN,2024,G,8,36.47,LFS - Labour Force Survey
HUN,2024,G,9,34.83,LFS - Labour Force Survey
HUN,2024,G,TOTAL,36.52,LFS - Labour Force Survey
HUN,2024,H,1,39.19,LFS - Labour Force Survey
HUN,2024,H,2,37.49,LFS - Labour Force Survey
HUN,2024,H,3,37.37,LFS - Labour Force Survey
HUN,2024,H,4,37.06,LFS - Labour Force Survey
HUN,2024,H,5,38.84,LFS - Labour Force Survey
HUN,2024,H,6,21.29,LFS - Labour Force Survey
HUN,2024,H,7,37.93,LFS - Labour Force Survey
HUN,2024,H,8,38.86,LFS - Labour Force Survey
HUN,2024,H,9,36.26,LFS - Labour Force Survey
HUN,2024,H,TOTAL,38.02,LFS - Labour Force Survey
HUN,2024,I,1,38.88,LFS - Labour Force Survey
HUN,2024,I,2,35.33,LFS - Labour Force Survey
HUN,2024,I,3,36.91,LFS - Labour Force Survey
HUN,2024,I,4,37.34,LFS - Labour Force Survey
HUN,2024,I,5,37.86,LFS - Labour Force Survey
HUN,2024,I,6,36.48,LFS - Labour Force Survey
HUN,2024,I,7,37.78,LFS - Labour Force Survey
HUN,2024,I,8,37.62,LFS - Labour Force Survey
HUN,2024,I,9,35.29,LFS - Labour Force Survey
HUN,2024,I,TOTAL,37.17,LFS - Labour Force Survey
HUN,2024,J,1,37.91,LFS - Labour Force Survey
HUN,2024,J,2,36.72,LFS - Labour Force Survey
HUN,2024,J,3,38.39,LFS - Labour Force Survey
HUN,2024,J,4,34.36,LFS - Labour Force Survey
HUN,2024,J,5,39.18,LFS - Labour Force Survey
HUN,2024,J,7,38.31,LFS - Labour Force Survey
HUN,2024,J,8,39.18,LFS - Labour Force Survey
HUN,2024,J,9,24.77,LFS - Labour Force Survey
HUN,2024,J,TOTAL,36.92,LFS - Labour Force Survey
HUN,2024,K,1,39.11,LFS - Labour Force Survey
HUN,2024,K,2,37.57,LFS - Labour Force Survey
HUN,2024,K,3,36.45,LFS - Labour Force Survey
HUN,2024,K,4,36.43,LFS - Labour Force Survey
HUN,2024,K,5,39.38,LFS - Labour Force Survey
HUN,2024,K,7,36.64,LFS - Labour Force Survey
HUN,2024,K,9,16.37,LFS - Labour Force Survey
HUN,2024,K,TOTAL,36.97,LFS - Labour Force Survey
HUN,2024,L,1,37.09,LFS - Labour Force Survey
HUN,2024,L,2,37.8,LFS - Labour Force Survey
HUN,2024,L,3,36.85,LFS - Labour Force Survey
HUN,2024,L,4,31.76,LFS - Labour Force Survey
HUN,2024,L,5,36.1,LFS - Labour Force Survey
HUN,2024,L,6,39.14,LFS - Labour Force Survey
HUN,2024,L,7,35.93,LFS - Labour Force Survey
HUN,2024,L,8,36.95,LFS - Labour Force Survey
HUN,2024,L,9,31.58,LFS - Labour Force Survey
HUN,2024,L,TOTAL,35.88,LFS - Labour Force Survey
HUN,2024,M,1,41,LFS - Labour Force Survey
HUN,2024,M,2,36.78,LFS - Labour Force Survey
HUN,2024,M,3,36.38,LFS - Labour Force Survey
HUN,2024,M,4,35.57,LFS - Labour Force Survey
HUN,2024,M,5,36.31,LFS - Labour Force Survey
HUN,2024,M,6,40,LFS - Labour Force Survey
HUN,2024,M,7,36.89,LFS - Labour Force Survey
HUN,2024,M,8,38.83,LFS - Labour Force Survey
HUN,2024,M,9,34.15,LFS - Labour Force Survey
HUN,2024,M,TOTAL,36.71,LFS - Labour Force Survey
HUN,2024,N,1,37.59,LFS - Labour Force Survey
HUN,2024,N,2,36.08,LFS - Labour Force Survey
HUN,2024,N,3,37.96,LFS - Labour Force Survey
HUN,2024,N,4,37.52,LFS - Labour Force Survey
HUN,2024,N,5,41.64,LFS - Labour Force Survey
HUN,2024,N,6,35.61,LFS - Labour Force Survey
HUN,2024,N,7,36.33,LFS - Labour Force Survey
HUN,2024,N,8,35.22,LFS - Labour Force Survey
HUN,2024,N,9,33.42,LFS - Labour Force Survey
HUN,2024,N,TOTAL,37.09,LFS - Labour Force Survey
HUN,2024,O,0,39.28,LFS - Labour Force Survey
HUN,2024,O,1,38.03,LFS - Labour Force Survey
HUN,2024,O,2,37.05,LFS - Labour Force Survey
HUN,2024,O,3,37.53,LFS - Labour Force Survey
HUN,2024,O,4,37.56,LFS - Labour Force Survey
HUN,2024,O,5,39.81,LFS - Labour Force Survey
HUN,2024,O,6,37.84,LFS - Labour Force Survey
HUN,2024,O,7,37.27,LFS - Labour Force Survey
HUN,2024,O,8,41.05,LFS - Labour Force Survey
HUN,2024,O,9,37.32,LFS - Labour Force Survey
HUN,2024,O,TOTAL,37.95,LFS - Labour Force Survey
HUN,2024,P,1,38.77,LFS - Labour Force Survey
HUN,2024,P,2,35.85,LFS - Labour Force Survey
HUN,2024,P,3,36.85,LFS - Labour Force Survey
HUN,2024,P,4,37.03,LFS - Labour Force Survey
HUN,2024,P,5,36.24,LFS - Labour Force Survey
HUN,2024,P,7,36.96,LFS - Labour Force Survey
HUN,2024,P,8,38.85,LFS - Labour Force Survey
HUN,2024,P,9,36.35,LFS - Labour Force Survey
HUN,2024,P,TOTAL,36.17,LFS - Labour Force Survey
HUN,2024,Q,1,38.62,LFS - Labour Force Survey
HUN,2024,Q,2,37.08,LFS - Labour Force Survey
HUN,2024,Q,3,37.64,LFS - Labour Force Survey
HUN,2024,Q,4,35.28,LFS - Labour Force Survey
HUN,2024,Q,5,38.8,LFS - Labour Force Survey
HUN,2024,Q,6,40.88,LFS - Labour Force Survey
HUN,2024,Q,7,35.93,LFS - Labour Force Survey
HUN,2024,Q,8,37.1,LFS - Labour Force Survey
HUN,2024,Q,9,35.29,LFS - Labour Force Survey
HUN,2024,Q,TOTAL,37.43,LFS - Labour Force Survey
HUN,2024,R,1,39.05,LFS - Labour Force Survey
HUN,2024,R,2,35.19,LFS - Labour Force Survey
HUN,2024,R,3,36.69,LFS - Labour Force Survey
HUN,2024,R,4,34.44,LFS - Labour Force Survey
HUN,2024,R,5,36.98,LFS - Labour Force Survey
HUN,2024,R,6,38.3,LFS - Labour Force Survey
HUN,2024,R,7,38.45,LFS - Labour Force Survey
HUN,2024,R,8,39.59,LFS - Labour Force Survey
HUN,2024,R,9,37.31,LFS - Labour Force Survey
HUN,2024,R,TOTAL,36.51,LFS - Labour Force Survey
HUN,2024,S,1,41.98,LFS - Labour Force Survey
HUN,2024,S,2,36.6,LFS - Labour Force Survey
HUN,2024,S,3,33.71,LFS - Labour Force Survey
HUN,2024,S,4,34.62,LFS - Labour Force Survey
HUN,2024,S,5,36.64,LFS - Labour Force Survey
HUN,2024,S,6,36.52,LFS - Labour Force Survey
HUN,2024,S,7,36.55,LFS - Labour Force Survey
HUN,2024,S,8,34.09,LFS - Labour Force Survey
HUN,2024,S,9,31.88,LFS - Labour Force Survey
HUN,2024,S,TOTAL,35.99,LFS - Labour Force Survey
HUN,2024,T,3,41.4,LFS - Labour Force Survey
HUN,2024,T,5,26.14,LFS - Labour Force Survey
HUN,2024,T,9,24.88,LFS - Labour Force Survey
HUN,2024,T,TOTAL,28.88,LFS - Labour Force Survey
HUN,2024,TOTAL,0,39.25,LFS - Labour Force Survey
HUN,2024,TOTAL,1,38.41,LFS - Labour Force Survey
HUN,2024,TOTAL,2,36.73,LFS - Labour Force Survey
HUN,2024,TOTAL,3,37.33,LFS - Labour Force Survey
HUN,2024,TOTAL,4,36.26,LFS - Labour Force Survey
HUN,2024,TOTAL,5,37.52,LFS - Labour Force Survey
HUN,2024,TOTAL,6,38.83,LFS - Labour Force Survey
HUN,2024,TOTAL,7,37.65,LFS - Labour Force Survey
HUN,2024,TOTAL,8,37.78,LFS - Labour Force Survey
HUN,2024,TOTAL,9,35.47,LFS - Labour Force Survey
HUN,2024,TOTAL,TOTAL,37.18,LFS - Labour Force Survey
HUN,2024,U,2,39.47,LFS - Labour Force Survey
HUN,2024,U,3,38.81,LFS - Labour Force Survey
HUN,2024,U,TOTAL,37.53,LFS - Labour Force Survey
IDN,2023,A,1,31.83,LFS - National Labour Force Survey
IDN,2023,A,2,38.39,LFS - National Labour Force Survey
IDN,2023,A,3,39.8,LFS - National Labour Force Survey
IDN,2023,A,4,41.8,LFS - National Labour Force Survey
IDN,2023,A,5,45.56,LFS - National Labour Force Survey
IDN,2023,A,6,28.74,LFS - National Labour Force Survey
IDN,2023,A,7,33.51,LFS - National Labour Force Survey
IDN,2023,A,8,43.1,LFS - National Labour Force Survey
IDN,2023,A,9,30.85,LFS - National Labour Force Survey
IDN,2023,A,TOTAL,29.43,LFS - National Labour Force Survey
IDN,2023,B,1,43.09,LFS - National Labour Force Survey
IDN,2023,B,2,45.37,LFS - National Labour Force Survey
IDN,2023,B,3,51.52,LFS - National Labour Force Survey
IDN,2023,B,4,47.75,LFS - National Labour Force Survey
IDN,2023,B,5,54.1,LFS - National Labour Force Survey
IDN,2023,B,7,49.05,LFS - National Labour Force Survey
IDN,2023,B,8,47,LFS - National Labour Force Survey
IDN,2023,B,9,42.11,LFS - National Labour Force Survey
IDN,2023,B,TOTAL,45.77,LFS - National Labour Force Survey
IDN,2023,C,1,42.73,LFS - National Labour Force Survey
IDN,2023,C,2,42.74,LFS - National Labour Force Survey
IDN,2023,C,3,44.15,LFS - National Labour Force Survey
IDN,2023,C,4,43.14,LFS - National Labour Force Survey
IDN,2023,C,5,41.4,LFS - National Labour Force Survey
IDN,2023,C,7,38.29,LFS - National Labour Force Survey
IDN,2023,C,8,43.1,LFS - National Labour Force Survey
IDN,2023,C,9,39.1,LFS - National Labour Force Survey
IDN,2023,C,TOTAL,39.8,LFS - National Labour Force Survey
IDN,2023,D,1,55.39,LFS - National Labour Force Survey
IDN,2023,D,2,41.99,LFS - National Labour Force Survey
IDN,2023,D,3,40.49,LFS - National Labour Force Survey
IDN,2023,D,4,40.35,LFS - National Labour Force Survey
IDN,2023,D,5,46.49,LFS - National Labour Force Survey
IDN,2023,D,7,37.67,LFS - National Labour Force Survey
IDN,2023,D,8,42.75,LFS - National Labour Force Survey
IDN,2023,D,9,43.35,LFS - National Labour Force Survey
IDN,2023,D,TOTAL,41.8,LFS - National Labour Force Survey
IDN,2023,E,1,38.06,LFS - National Labour Force Survey
IDN,2023,E,2,42.56,LFS - National Labour Force Survey
IDN,2023,E,3,43.66,LFS - National Labour Force Survey
IDN,2023,E,4,39.46,LFS - National Labour Force Survey
IDN,2023,E,5,46.8,LFS - National Labour Force Survey
IDN,2023,E,7,45.37,LFS - National Labour Force Survey
IDN,2023,E,8,45.35,LFS - National Labour Force Survey
IDN,2023,E,9,35.05,LFS - National Labour Force Survey
IDN,2023,E,TOTAL,37.66,LFS - National Labour Force Survey
IDN,2023,F,1,43.19,LFS - National Labour Force Survey
IDN,2023,F,2,44.15,LFS - National Labour Force Survey
IDN,2023,F,3,44.61,LFS - National Labour Force Survey
IDN,2023,F,4,45.01,LFS - National Labour Force Survey
IDN,2023,F,5,47.62,LFS - National Labour Force Survey
IDN,2023,F,7,45.48,LFS - National Labour Force Survey
IDN,2023,F,8,45.57,LFS - National Labour Force Survey
IDN,2023,F,9,45.6,LFS - National Labour Force Survey
IDN,2023,F,TOTAL,45.48,LFS - National Labour Force Survey
IDN,2023,G,1,46.66,LFS - National Labour Force Survey
IDN,2023,G,2,46.23,LFS - National Labour Force Survey
IDN,2023,G,3,42.19,LFS - National Labour Force Survey
IDN,2023,G,4,45.28,LFS - National Labour Force Survey
IDN,2023,G,5,45.17,LFS - National Labour Force Survey
IDN,2023,G,7,44.56,LFS - National Labour Force Survey
IDN,2023,G,8,46.18,LFS - National Labour Force Survey
IDN,2023,G,9,38.47,LFS - National Labour Force Survey
IDN,2023,G,TOTAL,44.64,LFS - National Labour Force Survey
IDN,2023,H,1,42.68,LFS - National Labour Force Survey
IDN,2023,H,2,40.13,LFS - National Labour Force Survey
IDN,2023,H,3,48.91,LFS - National Labour Force Survey
IDN,2023,H,4,46.24,LFS - National Labour Force Survey
IDN,2023,H,5,46.89,LFS - National Labour Force Survey
IDN,2023,H,7,52.19,LFS - National Labour Force Survey
IDN,2023,H,8,46.53,LFS - National Labour Force Survey
IDN,2023,H,9,43.38,LFS - National Labour Force Survey
IDN,2023,H,TOTAL,45.87,LFS - National Labour Force Survey
IDN,2023,I,1,44.89,LFS - National Labour Force Survey
IDN,2023,I,2,43.17,LFS - National Labour Force Survey
IDN,2023,I,3,43.86,LFS - National Labour Force Survey
IDN,2023,I,4,46.4,LFS - National Labour Force Survey
IDN,2023,I,5,45.76,LFS - National Labour Force Survey
IDN,2023,I,7,39.03,LFS - National Labour Force Survey
IDN,2023,I,8,41.63,LFS - National Labour Force Survey
IDN,2023,I,9,38.26,LFS - National Labour Force Survey
IDN,2023,I,TOTAL,44.89,LFS - National Labour Force Survey
IDN,2023,J,1,45.35,LFS - National Labour Force Survey
IDN,2023,J,2,41.29,LFS - National Labour Force Survey
IDN,2023,J,3,41.04,LFS - National Labour Force Survey
IDN,2023,J,4,43.86,LFS - National Labour Force Survey
IDN,2023,J,5,43.87,LFS - National Labour Force Survey
IDN,2023,J,7,42.34,LFS - National Labour Force Survey
IDN,2023,J,8,42.63,LFS - National Labour Force Survey
IDN,2023,J,9,40.29,LFS - National Labour Force Survey
IDN,2023,J,TOTAL,42.82,LFS - National Labour Force Survey
IDN,2023,K,1,42.25,LFS - National Labour Force Survey
IDN,2023,K,2,41.62,LFS - National Labour Force Survey
IDN,2023,K,3,41.07,LFS - National Labour Force Survey
IDN,2023,K,4,42.03,LFS - National Labour Force Survey
IDN,2023,K,5,48.46,LFS - National Labour Force Survey
IDN,2023,K,7,46.61,LFS - National Labour Force Survey
IDN,2023,K,8,43.04,LFS - National Labour Force Survey
IDN,2023,K,9,41.36,LFS - National Labour Force Survey
IDN,2023,K,TOTAL,42.62,LFS - National Labour Force Survey
IDN,2023,L,1,19.44,LFS - National Labour Force Survey
IDN,2023,L,2,44.03,LFS - National Labour Force Survey
IDN,2023,L,3,26.12,LFS - National Labour Force Survey
IDN,2023,L,4,42.45,LFS - National Labour Force Survey
IDN,2023,L,5,39.55,LFS - National Labour Force Survey
IDN,2023,L,7,39.98,LFS - National Labour Force Survey
IDN,2023,L,8,47.5,LFS - National Labour Force Survey
IDN,2023,L,9,40.45,LFS - National Labour Force Survey
IDN,2023,L,TOTAL,35.36,LFS - National Labour Force Survey
IDN,2023,M,1,40.65,LFS - National Labour Force Survey
IDN,2023,M,2,39.02,LFS - National Labour Force Survey
IDN,2023,M,3,37.84,LFS - National Labour Force Survey
IDN,2023,M,4,39.99,LFS - National Labour Force Survey
IDN,2023,M,5,36.78,LFS - National Labour Force Survey
IDN,2023,M,7,41.07,LFS - National Labour Force Survey
IDN,2023,M,8,47.09,LFS - National Labour Force Survey
IDN,2023,M,9,44.18,LFS - National Labour Force Survey
IDN,2023,M,TOTAL,39.35,LFS - National Labour Force Survey
IDN,2023,N,1,36.75,LFS - National Labour Force Survey
IDN,2023,N,2,37.19,LFS - National Labour Force Survey
IDN,2023,N,3,38.21,LFS - National Labour Force Survey
IDN,2023,N,4,40.28,LFS - National Labour Force Survey
IDN,2023,N,5,45.97,LFS - National Labour Force Survey
IDN,2023,N,7,44.16,LFS - National Labour Force Survey
IDN,2023,N,8,43.11,LFS - National Labour Force Survey
IDN,2023,N,9,37.69,LFS - National Labour Force Survey
IDN,2023,N,TOTAL,41.78,LFS - National Labour Force Survey
IDN,2023,O,0,48.6,LFS - National Labour Force Survey
IDN,2023,O,1,35.34,LFS - National Labour Force Survey
IDN,2023,O,2,39.12,LFS - National Labour Force Survey
IDN,2023,O,3,37.03,LFS - National Labour Force Survey
IDN,2023,O,4,36.49,LFS - National Labour Force Survey
IDN,2023,O,5,45.56,LFS - National Labour Force Survey
IDN,2023,O,7,42.86,LFS - National Labour Force Survey
IDN,2023,O,8,43.94,LFS - National Labour Force Survey
IDN,2023,O,9,39.03,LFS - National Labour Force Survey
IDN,2023,O,TOTAL,38.91,LFS - National Labour Force Survey
IDN,2023,P,1,36.15,LFS - National Labour Force Survey
IDN,2023,P,2,31.44,LFS - National Labour Force Survey
IDN,2023,P,3,29.52,LFS - National Labour Force Survey
IDN,2023,P,4,38.08,LFS - National Labour Force Survey
IDN,2023,P,5,40.27,LFS - National Labour Force Survey
IDN,2023,P,7,46.69,LFS - National Labour Force Survey
IDN,2023,P,8,44.22,LFS - National Labour Force Survey
IDN,2023,P,9,37.98,LFS - National Labour Force Survey
IDN,2023,P,TOTAL,32.62,LFS - National Labour Force Survey
IDN,2023,Q,1,39.91,LFS - National Labour Force Survey
IDN,2023,Q,2,40.4,LFS - National Labour Force Survey
IDN,2023,Q,3,33.84,LFS - National Labour Force Survey
IDN,2023,Q,4,39.74,LFS - National Labour Force Survey
IDN,2023,Q,5,36.21,LFS - National Labour Force Survey
IDN,2023,Q,7,35.83,LFS - National Labour Force Survey
IDN,2023,Q,8,47.44,LFS - National Labour Force Survey
IDN,2023,Q,9,38.81,LFS - National Labour Force Survey
IDN,2023,Q,TOTAL,38.27,LFS - National Labour Force Survey
IDN,2023,R,1,40.26,LFS - National Labour Force Survey
IDN,2023,R,2,28.8,LFS - National Labour Force Survey
IDN,2023,R,3,36.84,LFS - National Labour Force Survey
IDN,2023,R,4,42.37,LFS - National Labour Force Survey
IDN,2023,R,5,44.49,LFS - National Labour Force Survey
IDN,2023,R,7,34.19,LFS - National Labour Force Survey
IDN,2023,R,8,41,LFS - National Labour Force Survey
IDN,2023,R,9,41.25,LFS - National Labour Force Survey
IDN,2023,R,TOTAL,37.75,LFS - National Labour Force Survey
IDN,2023,S,1,40.07,LFS - National Labour Force Survey
IDN,2023,S,2,26.43,LFS - National Labour Force Survey
IDN,2023,S,3,25.17,LFS - National Labour Force Survey
IDN,2023,S,4,37.04,LFS - National Labour Force Survey
IDN,2023,S,5,38.26,LFS - National Labour Force Survey
IDN,2023,S,7,36.2,LFS - National Labour Force Survey
IDN,2023,S,8,41.62,LFS - National Labour Force Survey
IDN,2023,S,9,36.32,LFS - National Labour Force Survey
IDN,2023,S,TOTAL,36.1,LFS - National Labour Force Survey
IDN,2023,T,1,42.24,LFS - National Labour Force Survey
IDN,2023,T,2,17.25,LFS - National Labour Force Survey
IDN,2023,T,3,35.8,LFS - National Labour Force Survey
IDN,2023,T,4,47.43,LFS - National Labour Force Survey
IDN,2023,T,5,50.07,LFS - National Labour Force Survey
IDN,2023,T,7,40.13,LFS - National Labour Force Survey
IDN,2023,T,8,46.22,LFS - National Labour Force Survey
IDN,2023,T,9,37.92,LFS - National Labour Force Survey
IDN,2023,T,TOTAL,40.21,LFS - National Labour Force Survey
IDN,2023,TOTAL,0,48.6,LFS - National Labour Force Survey
IDN,2023,TOTAL,1,41.3,LFS - National Labour Force Survey
IDN,2023,TOTAL,2,34.12,LFS - National Labour Force Survey
IDN,2023,TOTAL,3,38.5,LFS - National Labour Force Survey
IDN,2023,TOTAL,4,40.28,LFS - National Labour Force Survey
IDN,2023,TOTAL,5,44.92,LFS - National Labour Force Survey
IDN,2023,TOTAL,6,28.74,LFS - National Labour Force Survey
IDN,2023,TOTAL,7,40.4,LFS - National Labour Force Survey
IDN,2023,TOTAL,8,45.09,LFS - National Labour Force Survey
IDN,2023,TOTAL,9,37.36,LFS - National Labour Force Survey
IDN,2023,TOTAL,TOTAL,38.36,LFS - National Labour Force Survey
IDN,2023,U,TOTAL,40.41,LFS - National Labour Force Survey
IND,2022,A,1,45.97,LFS - Periodic Labour Force Survey
IND,2022,A,2,38.64,LFS - Periodic Labour Force Survey
IND,2022,A,3,58.12,LFS - Periodic Labour Force Survey
IND,2022,A,4,54.09,LFS - Periodic Labour Force Survey
IND,2022,A,5,41.53,LFS - Periodic Labour Force Survey
IND,2022,A,6,40.45,LFS - Periodic Labour Force Survey
IND,2022,A,7,45.6,LFS - Periodic Labour Force Survey
IND,2022,A,8,53.92,LFS - Periodic Labour Force Survey
IND,2022,A,9,37.6,LFS - Periodic Labour Force Survey
IND,2022,A,TOTAL,39.99,LFS - Periodic Labour Force Survey
IND,2022,B,1,59.63,LFS - Periodic Labour Force Survey
IND,2022,B,2,56,LFS - Periodic Labour Force Survey
IND,2022,B,3,58.77,LFS - Periodic Labour Force Survey
IND,2022,B,4,57.82,LFS - Periodic Labour Force Survey
IND,2022,B,5,58.1,LFS - Periodic Labour Force Survey
IND,2022,B,7,48.83,LFS - Periodic Labour Force Survey
IND,2022,B,8,56.27,LFS - Periodic Labour Force Survey
IND,2022,B,9,49.38,LFS - Periodic Labour Force Survey
IND,2022,B,TOTAL,52.5,LFS - Periodic Labour Force Survey
IND,2022,C,1,51.96,LFS - Periodic Labour Force Survey
IND,2022,C,2,58.32,LFS - Periodic Labour Force Survey
IND,2022,C,3,58.24,LFS - Periodic Labour Force Survey
IND,2022,C,4,58.31,LFS - Periodic Labour Force Survey
IND,2022,C,5,56.29,LFS - Periodic Labour Force Survey
IND,2022,C,6,44.01,LFS - Periodic Labour Force Survey
IND,2022,C,7,48.37,LFS - Periodic Labour Force Survey
IND,2022,C,8,57.3,LFS - Periodic Labour Force Survey
IND,2022,C,9,54.53,LFS - Periodic Labour Force Survey
IND,2022,C,TOTAL,51.77,LFS - Periodic Labour Force Survey
IND,2022,D,1,57.47,LFS - Periodic Labour Force Survey
IND,2022,D,2,58.22,LFS - Periodic Labour Force Survey
IND,2022,D,3,59.51,LFS - Periodic Labour Force Survey
IND,2022,D,4,56,LFS - Periodic Labour Force Survey
IND,2022,D,5,60.72,LFS - Periodic Labour Force Survey
IND,2022,D,7,56.86,LFS - Periodic Labour Force Survey
IND,2022,D,8,58.94,LFS - Periodic Labour Force Survey
IND,2022,D,9,55.68,LFS - Periodic Labour Force Survey
IND,2022,D,TOTAL,57.56,LFS - Periodic Labour Force Survey
