iso3,year,function,sex,share,source
CAN,2015,pension,F,1.0000,ILO - Social Security Inquiry Database
CAN,2015,pension,M,1.0000,ILO - Social Security Inquiry Database
CAN,2015,pension,T,1.0000,ILO - Social Security Inquiry Database
CAN,2016,pension,F,1.0000,ILO - Social Security Inquiry Database
CAN,2016,pension,M,1.0000,ILO - Social Security Inquiry Database
CAN,2016,pension,T,1.0000,ILO - Social Security Inquiry Database
CAN,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
CAN,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
CAN,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
CAN,2019,disab,T,0.6800,ILO - Social Security Inquiry Database
CAN,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
CAN,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
CAN,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
CAN,2022,disab,T,0.6940,ILO - Social Security Inquiry Database
CAN,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
CAN,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
CAN,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
CHE,2013,disab,F,0.8520,ILO - Social Security Inquiry Database
CHE,2013,disab,M,0.9950,ILO - Social Security Inquiry Database
CHE,2013,disab,T,0.9230,ILO - Social Security Inquiry Database
CHE,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
CHE,2014,disab,F,0.8370,ILO - Social Security Inquiry Database
CHE,2014,disab,M,0.9790,ILO - Social Security Inquiry Database
CHE,2014,disab,T,0.9070,ILO - Social Security Inquiry Database
CHE,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
CHE,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
CHE,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
CHE,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
CHE,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
CHE,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
CHE,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
CHE,2017,disab,T,0.9690,ILO - Social Security Inquiry Database
CHE,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
CHE,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
CHE,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
CHE,2019,disab,T,0.9690,ILO - Social Security Inquiry Database
CHE,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
CHE,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
CHE,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
CHE,2021,disab,T,0.9270,ILO - Social Security Inquiry Database
CHE,2021,pension,F,0.9870,ILO - Social Security Inquiry Database
CHE,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
CHE,2021,pension,T,0.9930,ILO - Social Security Inquiry Database
CHL,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
CHL,2015,pension,F,0.7980,ILO - Social Security Inquiry Database
CHL,2015,pension,M,0.7640,ILO - Social Security Inquiry Database
CHL,2015,pension,T,0.7860,ILO - Social Security Inquiry Database
CHL,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
CHL,2018,disab,T,0.9940,ILO - Social Security Inquiry Database
CHL,2018,pension,F,0.7260,ILO - Social Security Inquiry Database
CHL,2018,pension,M,0.6950,ILO - Social Security Inquiry Database
CHL,2018,pension,T,0.7150,ILO - Social Security Inquiry Database
CHL,2019,disab,T,0.9940,ILO - Social Security Inquiry Database
CHL,2021,disab,F,0.7820,ILO - Social Security Inquiry Database
CHL,2021,disab,M,1.0000,ILO - Social Security Inquiry Database
CHL,2021,disab,T,0.9150,ILO - Social Security Inquiry Database
CHL,2021,pension,F,0.7270,ILO - Social Security Inquiry Database
CHL,2021,pension,M,0.6960,ILO - Social Security Inquiry Database
CHL,2021,pension,T,0.7160,ILO - Social Security Inquiry Database
CHN,2015,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2015,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2015,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2016,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2016,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2016,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2017,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2017,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2017,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2019,disab,T,0.3260,ILO - Social Security Inquiry Database
CHN,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2020,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2021,disab,T,0.4390,ILO - Social Security Inquiry Database
CHN,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
CHN,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
CHN,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
CHN,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
CIV,2010,pension,T,0.0770,ILO - Social Security Inquiry Database
CIV,2022,disab,F,0.0010,ILO - Social Security Inquiry Database
CIV,2022,disab,M,0.0050,ILO - Social Security Inquiry Database
CIV,2022,disab,T,0.0030,ILO - Social Security Inquiry Database
CIV,2022,pension,F,0.1150,ILO - Social Security Inquiry Database
CIV,2022,pension,M,0.2090,ILO - Social Security Inquiry Database
CIV,2022,pension,T,0.1620,ILO - Social Security Inquiry Database
CMR,2015,disab,T,0.0010,ILO - Social Security Inquiry Database
CMR,2015,pension,F,0.0590,ILO - Social Security Inquiry Database
CMR,2015,pension,M,0.2020,ILO - Social Security Inquiry Database
CMR,2015,pension,T,0.1300,ILO - Social Security Inquiry Database
CMR,2019,disab,T,0.0330,ILO - Social Security Inquiry Database
CMR,2020,disab,T,0.0330,ILO - Social Security Inquiry Database
CMR,2020,pension,F,0.0960,ILO - Social Security Inquiry Database
CMR,2020,pension,M,0.2840,ILO - Social Security Inquiry Database
CMR,2020,pension,T,0.1830,ILO - Social Security Inquiry Database
COD,2019,pension,T,0.0090,ILO - Social Security Inquiry Database
COD,2020,pension,T,0.0090,ILO - Social Security Inquiry Database
COD,2021,pension,T,0.0100,ILO - Social Security Inquiry Database
COD,2022,pension,F,0.0000,ILO - Social Security Inquiry Database
COD,2022,pension,M,0.0220,ILO - Social Security Inquiry Database
COD,2022,pension,T,0.0100,ILO - Social Security Inquiry Database
COG,2011,pension,F,0.0470,ILO - Social Security Inquiry Database
COG,2011,pension,M,0.4240,ILO - Social Security Inquiry Database
COG,2011,pension,T,0.2210,ILO - Social Security Inquiry Database
COL,2015,disab,T,0.0600,ILO - Social Security Inquiry Database
COL,2015,pension,T,0.5170,ILO - Social Security Inquiry Database
COL,2019,disab,T,0.0860,ILO - Social Security Inquiry Database
COL,2019,pension,F,0.4170,ILO - Social Security Inquiry Database
COL,2019,pension,M,0.6670,ILO - Social Security Inquiry Database
COL,2019,pension,T,0.5060,ILO - Social Security Inquiry Database
COL,2021,disab,T,0.1200,ILO - Social Security Inquiry Database
COL,2022,disab,F,0.0390,ILO - Social Security Inquiry Database
COL,2022,disab,M,0.1090,ILO - Social Security Inquiry Database
COL,2022,disab,T,0.0870,ILO - Social Security Inquiry Database
COL,2022,pension,F,0.4280,ILO - Social Security Inquiry Database
COL,2022,pension,M,0.6750,ILO - Social Security Inquiry Database
COL,2022,pension,T,0.5140,ILO - Social Security Inquiry Database
COL,2025,disab,F,0.0810,ILO - Social Security Inquiry Database
COL,2025,disab,M,0.1200,ILO - Social Security Inquiry Database
COL,2025,disab,T,0.1100,ILO - Social Security Inquiry Database
COL,2025,pension,F,0.4610,ILO - Social Security Inquiry Database
COL,2025,pension,M,0.6400,ILO - Social Security Inquiry Database
COL,2025,pension,T,0.5960,ILO - Social Security Inquiry Database
COM,2022,pension,F,0.0680,ILO - Social Security Inquiry Database
COM,2022,pension,M,0.0740,ILO - Social Security Inquiry Database
COM,2022,pension,T,0.0710,ILO - Social Security Inquiry Database
CPV,2016,disab,T,0.5180,ILO - Social Security Inquiry Database
CPV,2016,pension,F,0.6450,ILO - Social Security Inquiry Database
CPV,2016,pension,M,0.8070,ILO - Social Security Inquiry Database
CPV,2016,pension,T,0.7090,ILO - Social Security Inquiry Database
CPV,2017,disab,T,0.5060,ILO - Social Security Inquiry Database
CPV,2017,pension,F,0.6430,ILO - Social Security Inquiry Database
CPV,2017,pension,M,0.8540,ILO - Social Security Inquiry Database
CPV,2017,pension,T,0.7230,ILO - Social Security Inquiry Database
CPV,2018,disab,T,0.4530,ILO - Social Security Inquiry Database
CPV,2018,pension,F,0.7370,ILO - Social Security Inquiry Database
CPV,2018,pension,M,0.7080,ILO - Social Security Inquiry Database
CPV,2018,pension,T,0.7260,ILO - Social Security Inquiry Database
CPV,2019,disab,T,0.4530,ILO - Social Security Inquiry Database
CPV,2019,pension,F,0.6780,ILO - Social Security Inquiry Database
CPV,2019,pension,M,0.6420,ILO - Social Security Inquiry Database
CPV,2019,pension,T,0.6630,ILO - Social Security Inquiry Database
CPV,2020,disab,F,0.7000,ILO - Social Security Inquiry Database
CPV,2020,disab,M,0.3000,ILO - Social Security Inquiry Database
CPV,2020,disab,T,0.5270,ILO - Social Security Inquiry Database
CPV,2020,pension,F,0.7270,ILO - Social Security Inquiry Database
CPV,2020,pension,M,0.6580,ILO - Social Security Inquiry Database
CPV,2020,pension,T,0.6980,ILO - Social Security Inquiry Database
CPV,2021,pension,F,0.7730,ILO - Social Security Inquiry Database
CPV,2021,pension,M,0.7550,ILO - Social Security Inquiry Database
CPV,2021,pension,T,0.7650,ILO - Social Security Inquiry Database
CPV,2022,pension,F,0.7400,ILO - Social Security Inquiry Database
CPV,2022,pension,M,0.6840,ILO - Social Security Inquiry Database
CPV,2022,pension,T,0.7170,ILO - Social Security Inquiry Database
CPV,2023,pension,F,0.7860,ILO - Social Security Inquiry Database
CPV,2023,pension,M,0.7400,ILO - Social Security Inquiry Database
CPV,2023,pension,T,0.7670,ILO - Social Security Inquiry Database
CRI,2019,disab,T,0.7960,ILO - Social Security Inquiry Database
CRI,2019,pension,F,0.4610,ILO - Social Security Inquiry Database
CRI,2019,pension,M,0.6800,ILO - Social Security Inquiry Database
CRI,2019,pension,T,0.5620,ILO - Social Security Inquiry Database
CRI,2022,disab,F,0.6030,ILO - Social Security Inquiry Database
CRI,2022,disab,M,0.8130,ILO - Social Security Inquiry Database
CRI,2022,disab,T,0.7600,ILO - Social Security Inquiry Database
CRI,2022,pension,F,0.4660,ILO - Social Security Inquiry Database
CRI,2022,pension,M,0.6880,ILO - Social Security Inquiry Database
CRI,2022,pension,T,0.5690,ILO - Social Security Inquiry Database
CUB,2019,pension,T,0.6040,ILO - Social Security Inquiry Database
CUB,2022,pension,T,0.6090,ILO - Social Security Inquiry Database
CUW,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
CUW,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
CUW,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
CUW,2020,pension,F,1.0000,ILO - Social Security Inquiry Database
CUW,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
CUW,2020,pension,T,1.0000,ILO - Social Security Inquiry Database
CYM,2021,disab,F,0.0000,ILO - Social Security Inquiry Database
CYM,2021,disab,M,0.0000,ILO - Social Security Inquiry Database
CYM,2021,disab,T,0.0000,ILO - Social Security Inquiry Database
CYM,2021,pension,T,0.0310,ILO - Social Security Inquiry Database
CYM,2022,disab,F,0.0000,ILO - Social Security Inquiry Database
CYM,2022,disab,M,0.0000,ILO - Social Security Inquiry Database
CYM,2022,disab,T,0.0000,ILO - Social Security Inquiry Database
CYP,2013,disab,F,0.1350,ILO - Social Security Inquiry Database
CYP,2013,disab,M,0.2470,ILO - Social Security Inquiry Database
CYP,2013,disab,T,0.1910,ILO - Social Security Inquiry Database
CYP,2013,pension,F,0.7380,ILO - Social Security Inquiry Database
CYP,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
CYP,2013,pension,T,0.9140,ILO - Social Security Inquiry Database
CYP,2014,disab,F,0.1250,ILO - Social Security Inquiry Database
CYP,2014,disab,M,0.2340,ILO - Social Security Inquiry Database
CYP,2014,disab,T,0.1800,ILO - Social Security Inquiry Database
CYP,2014,pension,F,0.7680,ILO - Social Security Inquiry Database
CYP,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
CYP,2014,pension,T,0.9430,ILO - Social Security Inquiry Database
CYP,2015,disab,T,0.2650,ILO - Social Security Inquiry Database
CYP,2015,pension,T,1.0000,ILO - Social Security Inquiry Database
CYP,2017,disab,T,0.2260,ILO - Social Security Inquiry Database
CYP,2022,disab,T,0.1860,ILO - Social Security Inquiry Database
CYP,2022,pension,F,0.8360,ILO - Social Security Inquiry Database
CYP,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
CYP,2022,pension,T,0.9270,ILO - Social Security Inquiry Database
CZE,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
CZE,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
CZE,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
CZE,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
CZE,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
CZE,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
CZE,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
CZE,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
CZE,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
CZE,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
CZE,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
CZE,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
CZE,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
CZE,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
CZE,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
CZE,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
DEU,2013,disab,F,0.4960,ILO - Social Security Inquiry Database
DEU,2013,disab,M,0.9620,ILO - Social Security Inquiry Database
DEU,2013,disab,T,0.7250,ILO - Social Security Inquiry Database
DEU,2013,pension,F,0.6640,ILO - Social Security Inquiry Database
DEU,2013,pension,M,0.7710,ILO - Social Security Inquiry Database
DEU,2013,pension,T,0.7110,ILO - Social Security Inquiry Database
DEU,2014,disab,F,0.5210,ILO - Social Security Inquiry Database
DEU,2014,disab,M,0.9710,ILO - Social Security Inquiry Database
DEU,2014,disab,T,0.7420,ILO - Social Security Inquiry Database
DEU,2014,pension,F,0.6670,ILO - Social Security Inquiry Database
DEU,2014,pension,M,0.7760,ILO - Social Security Inquiry Database
DEU,2014,pension,T,0.7150,ILO - Social Security Inquiry Database
DEU,2015,disab,T,0.7360,ILO - Social Security Inquiry Database
DEU,2015,pension,F,1.0000,ILO - Social Security Inquiry Database
DEU,2015,pension,M,1.0000,ILO - Social Security Inquiry Database
DEU,2015,pension,T,1.0000,ILO - Social Security Inquiry Database
DEU,2016,pension,F,1.0000,ILO - Social Security Inquiry Database
DEU,2016,pension,M,1.0000,ILO - Social Security Inquiry Database
DEU,2016,pension,T,1.0000,ILO - Social Security Inquiry Database
DEU,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
DEU,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
DEU,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
DEU,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
DEU,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
DEU,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
DEU,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
DEU,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
DEU,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
DEU,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
DEU,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
DEU,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
DEU,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
DEU,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
DEU,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
DEU,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
DEU,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
DEU,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
DEU,2022,pension,T,1.0000,ILO - Social Security Inquiry Database
DJI,2019,pension,T,0.1420,ILO - Social Security Inquiry Database
DMA,2011,pension,T,0.3850,ILO - Social Security Inquiry Database
DMA,2019,disab,T,0.0970,ILO - Social Security Inquiry Database
DMA,2019,pension,F,0.5390,ILO - Social Security Inquiry Database
DMA,2019,pension,M,0.6800,ILO - Social Security Inquiry Database
DMA,2019,pension,T,0.6030,ILO - Social Security Inquiry Database
DMA,2020,disab,T,0.1180,ILO - Social Security Inquiry Database
DMA,2020,pension,F,0.8530,ILO - Social Security Inquiry Database
DMA,2020,pension,M,1.0000,ILO - Social Security Inquiry Database
DMA,2020,pension,T,0.9270,ILO - Social Security Inquiry Database
DNK,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2013,pension,F,0.9820,ILO - Social Security Inquiry Database
DNK,2013,pension,M,0.9520,ILO - Social Security Inquiry Database
DNK,2013,pension,T,0.9680,ILO - Social Security Inquiry Database
DNK,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
DNK,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
DNK,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
DNK,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
DNK,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
DNK,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
DNK,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
DNK,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
DNK,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
DNK,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
DNK,2021,pension,F,1.0000,ILO - Social Security Inquiry Database
DNK,2021,pension,M,1.0000,ILO - Social Security Inquiry Database
DNK,2021,pension,T,1.0000,ILO - Social Security Inquiry Database
DNK,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
DNK,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
DNK,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
DOM,2019,disab,T,0.1040,ILO - Social Security Inquiry Database
DOM,2019,pension,F,0.0620,ILO - Social Security Inquiry Database
DOM,2019,pension,M,0.1650,ILO - Social Security Inquiry Database
DOM,2019,pension,T,0.1130,ILO - Social Security Inquiry Database
DOM,2021,pension,F,0.0550,ILO - Social Security Inquiry Database
DOM,2021,pension,M,0.0990,ILO - Social Security Inquiry Database
DOM,2021,pension,T,0.0760,ILO - Social Security Inquiry Database
DZA,2010,pension,T,0.6360,ILO - Social Security Inquiry Database
DZA,2015,disab,T,0.0360,ILO - Social Security Inquiry Database
DZA,2021,pension,T,0.8860,ILO - Social Security Inquiry Database
ECU,2015,disab,T,0.3450,ILO - Social Security Inquiry Database
ECU,2015,pension,F,0.4630,ILO - Social Security Inquiry Database
ECU,2015,pension,M,0.5870,ILO - Social Security Inquiry Database
ECU,2015,pension,T,0.5200,ILO - Social Security Inquiry Database
ECU,2019,disab,T,0.3730,ILO - Social Security Inquiry Database
ECU,2019,pension,F,0.5390,ILO - Social Security Inquiry Database
ECU,2019,pension,M,0.6840,ILO - Social Security Inquiry Database
ECU,2019,pension,T,0.6060,ILO - Social Security Inquiry Database
ECU,2021,disab,F,0.4540,ILO - Social Security Inquiry Database
ECU,2021,disab,M,0.3880,ILO - Social Security Inquiry Database
ECU,2021,disab,T,0.4170,ILO - Social Security Inquiry Database
ECU,2021,pension,F,0.5290,ILO - Social Security Inquiry Database
ECU,2021,pension,M,0.8200,ILO - Social Security Inquiry Database
ECU,2021,pension,T,0.6610,ILO - Social Security Inquiry Database
EGY,2014,pension,F,0.1270,ILO - Social Security Inquiry Database
EGY,2014,pension,M,0.5020,ILO - Social Security Inquiry Database
EGY,2014,pension,T,0.3750,ILO - Social Security Inquiry Database
EGY,2019,disab,T,0.3700,ILO - Social Security Inquiry Database
EGY,2019,pension,F,0.1950,ILO - Social Security Inquiry Database
EGY,2019,pension,M,0.7710,ILO - Social Security Inquiry Database
EGY,2019,pension,T,0.5760,ILO - Social Security Inquiry Database
EGY,2022,disab,T,0.3230,ILO - Social Security Inquiry Database
EGY,2022,pension,F,0.2340,ILO - Social Security Inquiry Database
EGY,2022,pension,M,0.8670,ILO - Social Security Inquiry Database
EGY,2022,pension,T,0.5850,ILO - Social Security Inquiry Database
ERI,2021,disab,T,0.0360,ILO - Social Security Inquiry Database
ESP,2013,disab,F,0.6070,ILO - Social Security Inquiry Database
ESP,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2013,disab,T,0.8120,ILO - Social Security Inquiry Database
ESP,2013,pension,F,0.4350,ILO - Social Security Inquiry Database
ESP,2013,pension,M,0.9390,ILO - Social Security Inquiry Database
ESP,2013,pension,T,0.6510,ILO - Social Security Inquiry Database
ESP,2014,pension,F,0.5940,ILO - Social Security Inquiry Database
ESP,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
ESP,2014,pension,T,0.8890,ILO - Social Security Inquiry Database
ESP,2015,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2015,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2017,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2017,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2018,pension,F,0.8430,ILO - Social Security Inquiry Database
ESP,2018,pension,M,0.9210,ILO - Social Security Inquiry Database
ESP,2018,pension,T,0.8830,ILO - Social Security Inquiry Database
ESP,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
ESP,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
ESP,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
ESP,2022,pension,F,0.8570,ILO - Social Security Inquiry Database
ESP,2022,pension,M,0.9300,ILO - Social Security Inquiry Database
ESP,2022,pension,T,0.8890,ILO - Social Security Inquiry Database
EST,2013,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2013,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2013,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2013,pension,F,1.0000,ILO - Social Security Inquiry Database
EST,2013,pension,M,1.0000,ILO - Social Security Inquiry Database
EST,2013,pension,T,1.0000,ILO - Social Security Inquiry Database
EST,2014,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2014,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2014,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2014,pension,F,1.0000,ILO - Social Security Inquiry Database
EST,2014,pension,M,1.0000,ILO - Social Security Inquiry Database
EST,2014,pension,T,1.0000,ILO - Social Security Inquiry Database
EST,2015,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2016,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2016,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2016,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2017,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2018,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2018,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2018,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2018,pension,F,1.0000,ILO - Social Security Inquiry Database
EST,2018,pension,M,1.0000,ILO - Social Security Inquiry Database
EST,2018,pension,T,1.0000,ILO - Social Security Inquiry Database
EST,2019,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2019,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2019,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2019,pension,F,1.0000,ILO - Social Security Inquiry Database
EST,2019,pension,M,1.0000,ILO - Social Security Inquiry Database
EST,2019,pension,T,1.0000,ILO - Social Security Inquiry Database
EST,2022,disab,F,1.0000,ILO - Social Security Inquiry Database
EST,2022,disab,M,1.0000,ILO - Social Security Inquiry Database
EST,2022,disab,T,1.0000,ILO - Social Security Inquiry Database
EST,2022,pension,F,1.0000,ILO - Social Security Inquiry Database
EST,2022,pension,M,1.0000,ILO - Social Security Inquiry Database
